YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
1965,KOTTARAKKARA,PAPPACHEN,M,CPI,"561.0"
1965,KUNNATHUR,T. KRISHNAN,M,KC,"15734.0"
1965,KUNNATHUR,T . KESAVAN,M,CPI,"12297.0"
1965,KUNNATHUR,K. CHANDRASEKHARA SASTRI,M,CON,"10165.0"
1965,KUNNATHUR,K. C. NANOO,M,CPI,"9689.0"
1965,KUNNATHUR,M. K. KUNJAN,M,IND,"1631.0"
1965,KUNNATHUR,K. SUKUMARAN,M,IND,"268.0"
1965,ADOOR,K. K. GOPALAN NAIR,M,KC,"17651.0"
1965,ADOOR,P. RAMALINGA AYYAR,M,CPI,"15287.0"
1965,ADOOR,K. S. PARAMESWARAN PILLAI,M,CON,"8865.0"
1965,ADOOR,N. RAMACHANDRAN UNNITHAN,M,CPI,"6791.0"
1965,ADOOR,K. KARUNAKARAN NAIR,M,IND,"1216.0"
1965,ADOOR,P. O. THOMAS,M,IND,"721.0"
1965,KRISHNAPURAM,M . K . HEMACHANDRAN,M,CON,"19842.0"
1965,KRISHNAPURAM,UNNIKRISHNA PILLAI,M,CPI,"16229.0"
1965,KRISHNAPURAM,K. O. AISHA BAI,F,CPI,"15304.0"
1965,KARUNAGAPALLY,KUNJUKRISHNAN,M,CON,"19762.0"
1965,KARUNAGAPALLY,BHASI,M,IND,"17468.0"
1965,KARUNAGAPALLY,VASUDEVAN,M,IND,"8711.0"
1965,KARUNAGAPALLY,POOKUNJU,M,IND,"8104.0"
1965,KARUNAGAPALLY,KUNJU KUNJU,M,IND,"2473.0"
1965,QUILON,HENRY AUSTIN,M,CON,"13749.0"
1965,QUILON,T. K. DIVAKARAN,M,IND,"13499.0"
1965,QUILON,DAN GONZAGO,M,KC,"11047.0"
1965,QUILON,C. M. MYTHEEN KUNJU,M,CPI,"9731.0"
1965,KUNDARA,SANKARA NARAYANA PILLAI,M,CON,"20166.0"
1965,KUNDARA,CHITHARANJAN,M,CPI,"14126.0"
1965,KUNDARA,GILLARIOS,M,CPI,"13010.0"
1965,KUNDARA,CYRIL SE BASTIAN,M,KC,"11789.0"
1965,ERAVIPURAM,ABDUL RAHIM,M,CON,"19114.0"
1965,ERAVIPURAM,SANKARAN UNNI,M,IND,"18458.0"
1965,ERAVIPURAM,SHAMSUDIN,M,SSP,"12406.0"
1965,ERAVIPURAM,REAGIS JOSEPH,M,IND,"1272.0"
1965,ERAVIPURAM,BHASKARA PILLAI,M,IND,"672.0"
1965,CHATHANOOR,THANKANPPAN PILLAI,M,IND,"17462.0"
1965,CHATHANOOR,THANKANPPAN PILLAI,M,IND,"17462.0"
1965,CHATHANOOR,P . RAVINDRAN,M,CPI,"16694.0"
1965,CHATHANOOR,C. V. PADMARAJAN,M,CON,"8805.0"
1965,CHATHANOOR,A. HARIDASAN,M,CPI,"4627.0"
1965,CHATHANOOR,K. M. MUHOMMED BASHIR,M,IND,"2596.0"
1965,VARKALA,K. SHAHUL HAMEED,M,CON,"21092.0"
1965,VARKALA,V. RADHAKRISHNAN,M,CPI,"12381.0"
1965,VARKALA,ABDUL MAJEED,M,CPI,"10770.0"
1965,ATTINGAL,K. ANIRUDHAN,M,CPI,"25598.0"
1965,ATTINGAL,R .SANKAR,M,CON,"23515.0"
1965,ATTINGAL,M. R. NARAYANA PILLAI,M,IND,"3170.0"
1965,ATTINGAL,V. KRISHNAN,M,IND,"1321.0"
1965,KILIMANOOR,C. K. BALAKRISHNAN,M,CPI,"17911.0"
1965,KILIMANOOR,K. SIVADASAN,M,CON,"17567.0"
1965,KILIMANOOR,M. ATCHUTHAN,M,IND,"2861.0"
1965,KILIMANOOR,A. SUKUMARAN,M,IND,"745.0"
1965,VAMANAPURAM,M. KUNJUKRISHNA PILLAI,M,CON,"18017.0"
1965,VAMANAPURAM,VASUDEVAN PILLAI,M,CPI,"16968.0"
1965,VAMANAPURAM,G. GOPINATHAN NAIR,M,IND,"2856.0"
1965,VAMANAPURAM,M. ALIKUNJU SASTRY,M,IND,"1866.0"
1965,ARYANAD,V.SANKARAN,M,CON,"11187.0"
1965,ARYANAD,ABDUL MAJEED,M,SSP,"9890.0"
1965,ARYANAD,BEOL WILLIAM,M,KC,"6999.0"
1965,ARYANAD,K. SAMBASIVAN,M,CPI,"5115.0"
1965,ARYANAD,RAJARATNAM,M,IND,"908.0"
1965,ARYANAD,LEKSHAMANAN KANI,M,IND,"636.0"
1965,NEDUMANGAD,S. VARADARAJAN NAIR,M,CON,"21674.0"
1965,NEDUMANGAD,NEELAKANTARU PANDARATHIL,M,CPI,"9625.0"
1965,NEDUMANGAD,SREEDHAR,M,SSP,"7083.0"
1965,KAZHAKKOOTTAM,N. LAKSHMANAN,M,CON,"17379.0"
1965,KAZHAKKOOTTAM,K. P. ALIKUNJU,M,CPI,"14011.0"
1965,KAZHAKKOOTTAM,V. GOPI,M,KC,"13263.0"
1965,KAZHAKKOOTTAM,K SADANANDAN,M,CPI,"4809.0"
1965,KAZHAKKOOTTAM,AUGUSTINE M. LOPEZ,M,IND,"1014.0"
1965,TRIVANDRUM I,B. MADHAVAN NAIR,M,SSP,"14865.0"
1965,TRIVANDRUM I,M. N. GOPINATHAN NAIR,M,CON,"14638.0"
1965,TRIVANDRUM I,K. SUKUMARAN NAIR,M,IND,"3710.0"
1965,TRIVANDRUM I,K. KARUNAKARAN,M,CPI,"2583.0"
1965,TRIVANDRUM I,G. VENUGOPALAN,M,IND,"260.0"
1965,TIRVANDRUM I I,WILFRED SEBASTIAN,M,CON,"18129.0"
1965,TIRVANDRUM I I,E. P. EAPEN,M,SSP,"14286.0"
1965,TIRVANDRUM I I,VAMADEVAN,M,IND,"9663.0"
1965,TIRVANDRUM I I,N. GOPALA PILLAI,M,IND,"3761.0"
1965,TIRVANDRUM I I,GOPALAKRISHNAN NAIR,M,IND,"933.0"
1965,NEMON,M. SADASIVAN,M,CPI,"17756.0"
1965,NEMON,P. NARAYAN NAIR,M,CON,"15043.0"
1965,NEMON,K. KRISHNAN NAIR,M,IND,"3525.0"
1965,NEMON,K. V. SURENDRANATH,M,CPI,"2881.0"
1965,NEMON,K. V. SURENDRANATH,M,CPI,"2881.0"
1965,NEMON,P. RAMADAS,M,IND,"895.0"
1965,KOVALAM,M. KUNJUKRISHNAN NADAR,M,CON,"19896.0"
1965,KOVALAM,CAMALIAS MORAES,M,KC,"8972.0"
1965,KOVALAM,ANTONY D CRUZ,M,SSP,"8449.0"
1965,KOVALAM,M. P. KRISHNANKUTTY,M,IND,"1671.0"
1965,VILAPPIL,M. BHASKARANNAIR,M,CON,"21850.0"
1965,VILAPPIL,G. KRISHNAN NAIR,M,SSP,"15653.0"
1965,VILAPPIL,S. NARAYANAN NAIR,M,CPI,"4651.0"
1965,VILAPPIL,K. VELAYUDHAN NAIR,M,IND,"2576.0"
1965,NEYYATHIKARA,G. CHANDRASEKHARA PILLAI,M,CON,"18003.0"
1965,NEYYATHIKARA,SATHYANESAN,M,CPI,"15177.0"
1965,NEYYATHIKARA,SATHYANESAN,M,CPI,"15177.0"
1965,NEYYATHIKARA,WILIAM FLETCHER,M,KC,"9639.0"
1965,NEYYATHIKARA,JANARDHANAN NAIR,M,CPI,"4343.0"
1965,PARASSALA,N. GAMALIEL,M,CON,"25949.0"
1965,PARASSALA,S. SUKUMARAN NAIR,M,SSP,"12246.0"
1965,PARASSALA,A. MARIA SUSA,M,CPI,"5086.0"
1967,MANJESHWAR,K.M.BHANDARY,M,IND,"23471.0"
1967,MANJESHWAR,M.R.RAI,M,CPM,"18690.0"
1967,MANJESHWAR,A.KORAGAN,M,INC,"980.0"
1967,KASARGOD,U.P.KUNIKULLAYA,M,IND,"20635.0"
1967,KASARGOD,U.P.KUNIKULLAYA,M,IND,"20635.0"
1967,KASARGOD,H.A.SCHEMNAD,M,MUL,"20540.0"
1967,KASARGOD,V.K.S.NAIR,M,INC,"4729.0"
1967,HOSDRUG,N. K. BALAKRISHNAN,M,SSP,"25717.0"
1967,HOSDRUG,M.N.NAMBIAR,M,INC,"16056.0"
1967,HOSDRUG,M.N.NAMBIAR,M,INC,"16056.0"
1967,HOSDRUG,M.U.RAO,M,BJS,"4384.0"
1967,NILESWAR,V. V. KUNHAMBU,M,CPM,"34496.0"
1967,NILESWAR,T.P.G.NAMBOODIRI,M,INC,"12909.0"
1967,NILESWAR,K. DAMODARAN,M,KEC,"1428.0"
1967,EDAKKAD,C. KANNAN,M,CPM,"32563.0"
1967,EDAKKAD,P.P. LAKSHMANAN,M,INC,"22125.0"
1967,EDAKKAD,A.P.C.MOIDU,M,IND,"512.0"
1967,CANNANORE,E. AHAMED,M,MUL,"35261.0"
1967,CANNANORE,N. K. KUMARAN,M,INC,"26997.0"
1967,MADAYI,M.MANJURAN,M,IND,"32974.0"
1967,MADAYI,P. KRISHNAN,M,INC,"13862.0"
1967,MADAYI,P.V.K.NAIR,M,BJS,"1038.0"
1967,MADAYI,C.BALAKRISHNAN,M,KEC,"816.0"
1967,MADAYI,C.BALAKRISHNAN,M,KEC,"816.0"
1967,PAYYANNUR,A.V.KUNHABGU,M,CPM,"29835.0"
1967,PAYYANNUR,V.T.N.PODUVAL,M,INC,"14774.0"
1967,PAYYANNUR,T.T.J.THOMAS,M,KEC,"2397.0"
1967,TALIPARAMBA,K.P.R.PODUVAL,M,CPM,"31508.0"
1967,TALIPARAMBA,N.C. VARGHESE,M,INC,"22233.0"
1967,TALIPARAMBA,V.M.V.BHARATHIYAN,M,BJS,"1231.0"
1967,TALIPARAMBA,P.PERUMPUZHA,M,KEC,"883.0"
1967,IRIKKUR,E.P.K.NAMBIAR,M,CPM,"31590.0"
1967,IRIKKUR,K.R. KARUNAKARAN,M,INC,"16679.0"
1967,KUTHUPARAMBA,K.K.ABEE,M,SSP,"28449.0"
1967,KUTHUPARAMBA,M. K. KRISHNAN,M,INC,"17797.0"
1967,KUTHUPARAMBA,A.P.KRISHNAN,M,PSP,"1783.0"
1967,KUTHUPARAMBA,K.J.SEBASTIAN,M,KEC,"966.0"
1967,TELLICHERRY,K. P. R. GOPALAN,M,CPM,"34612.0"
1967,TELLICHERRY,P.NANOO,M,INC,"21772.0"
1967,PERINGALAM,P.R.KURUP,M,SSP,"38701.0"
1967,PERINGALAM,N.M.NAMBIAR,M,INC,"13034.0"
1967,NORTH WYNAD,K . K . ANNAN,M,CPM,"19983.0"
1967,NORTH WYNAD,C.M.KULIAN,M,INC,"14970.0"
1967,BADAGARA,M. KRISHNAN,M,SSP,"37488.0"
1967,BADAGARA,M. VENUGOPAL,M,INC,"12977.0"
1967,NADAPURAM,E. V. KUMARAN,M,CPM,"31395.0"
1967,NADAPURAM,P.BALAKRISHNAN,M,INC,"14936.0"
1967,NADAPURAM,K.K.M.SHAFEE,M,SWA,"2594.0"
1967,MEPPAYUR,M. K. KELU,M,CPM,"33365.0"
1967,MEPPAYUR,C.K.KURUP,M,INC,"15639.0"
1967,QUILANDY,P.K.KIDAVE,M,SSP,"32390.0"
1967,QUILANDY,K. GOPALAN,M,INC,"23375.0"
1967,QUILANDY,A.K.S.MENON,M,BJS,"1547.0"
1967,QUILANDY,T.P.MOSSA,M,IND,"646.0"
1967,PERAMBRA,V.V.D.MOORTHY,M,CPM,"30307.0"
1967,PERAMBRA,K.T.K.NAIR,M,INC,"18784.0"
1967,PERAMBRA,U.P.N.NAIR,M,BJS,"1929.0"
1967,PERAMBRA,E.I.KADER,M,KEC,"658.0"
1967,BALUSSERI,A.K. APPU,M,SSP,"29069.0"
1967,BALUSSERI,O.K. GOVINDAN,M,INC,"22491.0"
1967,BALUSSERI,K KUNHIRAMAN,M,BJS,"2094.0"
1967,BALUSSERI,K.M.Z.KOYA,M,IND,"423.0"
1967,KUNNAMANGALAM,V.K.NAIR,M,SSP,"28773.0"
1967,KUNNAMANGALAM,K.P. PADMANABHAN,M,INC,"13171.0"
1967,KUNNAMANGALAM,P.K.D.NAIR,M,BJS,"3125.0"
1967,KUNNAMANGALAM,T.K.C.M.HAJI,M,IND,"1203.0"
1967,KALPETTA,B. WELLINGDON,M,IND,"23510.0"
1967,KALPETTA,A.V.R.G.MENON,M,INC,"11960.0"
1967,KALPETTA,M.K.K.KURUP,M,BJS,"959.0"
1967,KALPETTA,S.ABRAHAM,F,KEC,"953.0"
1967,SOUTH WYNAD,M. RAMUNNI,M,SSP,"20220.0"
1967,SOUTH WYNAD,M.C.MARU,M,INC,"14610.0"
1967,SOUTH WYNAD,M.C.MARU,M,INC,"14610.0"
1967,CALICUT I,P.C.R.NAIR,M,CPM,"32794.0"
1967,CALICUT I,M. KAMALAM,F,INC,"27710.0"
1967,CALICUT I,V. RAJACHANDRAN,M,BJS,"1750.0"
1967,CALICUT I,H.K.A.KOYA,M,IND,"320.0"
1967,CALICUT  II,P.M.ABUBACKER,M,MUL,"32415.0"
1967,CALICUT  II,P.M.ABUBACKER,M,MUL,"32415.0"
1967,CALICUT  II,V.ZUBAIR,M,INC,"21859.0"
1967,CALICUT  II,M.R.S.IYER,M,BJS,"3019.0"
1967,BEYPORE,K.C.MASTER,M,CPM,"33479.0"
1967,BEYPORE,I.P.KRISHNAN,M,INC,"14947.0"
1967,BEYPORE,K.KRISHNAN,M,BJS,"4071.0"
1967,TIRURANGADI,A.K.N.LAJI,M,MUL,"29267.0"
1967,TIRURANGADI,T.P.K.KUTTY,M,INC,"19599.0"
1967,TIRURANGADI,P.K.B.MENON,M,BJS,"2062.0"
1967,TANUR,M.M.K.HAJI,M,MUL,"29219.0"
1967,TANUR,T.A.KUTTY,M,INC,"10491.0"
1967,TANUR,M. JAYACHANDRAN,M,BJS,"4245.0"
1967,TIRUR,K.M.K.HAJI,M,MUL,"28558.0"
1967,TIRUR,R.MUHAMED,M,INC,"18527.0"
1967,KUTTIPPURAM,C. M. KUTTY,M,MUL,"28245.0"
1967,KUTTIPPURAM,P.R.MENON,M,INC,"10968.0"
1967,KONDOTTY,S.U.BAFAKIH,M,MUL,"33166.0"
1967,KONDOTTY,M. P. GANGADHARAN,M,INC,"13874.0"
1967,KONDOTTY,K.BALAKRISHNAN,M,BJS,"3131.0"
1967,MALAPPURAM,M.P.M.A.KURIKKEL,M,MUL,"32813.0"
1967,MALAPPURAM,A.C.SHANMUGHADAS,M,INC,"12094.0"
1967,MANJERI,M.CHADAYAN,M,MUL,"23752.0"
1967,MANJERI,S.MARIAPPAN,M,INC,"12636.0"
1967,MANJERI,E.KANNAN,M,IND,"925.0"
1967,NILAMBUR,K. KUNHALI,M,CPM,"25215.0"
1967,NILAMBUR,A.MOHAMED,M,INC,"15426.0"
1967,PONNANI,V.P.C. THANGAL,M,MUL,"30251.0"
1967,PONNANI,K.G.K.MENON,M,INC,"16430.0"
1967,PONNANI,P. VENUGOPALAN,M,BJS,"2402.0"
1967,THRITHALA,E. T. KUNHAN,M,CPM,"24119.0"
1967,THRITHALA,K. KUNHAMBU,M,INC,"14485.0"
1967,THRITHALA,K.V.CHAMMINI,M,BJS,"2082.0"
1967,PATTAMBI,E. M. S. NAMBOODIRIPAD,M,CPM,"23955.0"
1967,PATTAMBI,K.G.MENON,M,INC,"11838.0"
1967,PATTAMBI,T. N. BHARATHAN,M,BJS,"4231.0"
1967,OTTAPALAM,P. P. KRISHNAN,M,CPM,"21086.0"
1967,OTTAPALAM,M.N.KURUP,M,INC,"13123.0"
1967,SREEKRISHNAPURAM,C.G.PANICKER,M,CPM,"18762.0"
1967,SREEKRISHNAPURAM,K.R.NAIR,M,INC,"9510.0"
1967,MANKADA,H.C.H.M.KOYA,M,MUL,"29503.0"
1967,MANKADA,V.S.A.C.K.THANGAL,M,INC,"4986.0"
1967,MANKADA,V.R.NAIR,M,BJS,"2472.0"
1967,PERINTHALMANNA,P.M.KUTTY,M,CPM,"24285.0"
1967,PERINTHALMANNA,P.M.SADIO,M,INC,"7513.0"
1967,MANNARGHAT,E.K.I.BAVA,M,CPM,"20504.0"
1967,MANNARGHAT,N.BALASUBRAMANYAN,M,INC,"8608.0"
1967,MANNARGHAT,K.KASIMUTHU,M,IND,"2316.0"
1967,PALGHAT,R. KRISHNAN,M,CPM,"24627.0"
1967,PALGHAT,K. SANKARANARAYANAN,M,INC,"14996.0"
1967,PALGHAT,O. RAJAGOPALAN,M,BJS,"4649.0"
1967,PALGHAT,A.R.RAJAGOPALAN,M,SWA,"1222.0"
1967,MALAMPUZHA,M.P.KUNHIRAMAN,M,CPM,"27454.0"
1967,MALAMPUZHA,A. NARAYANAN,M,INC,"11585.0"
1967,CHITTUR,K.A.S.BHARATHY,M,SSP,"23985.0"
1967,CHITTUR,A.S.SAHIB,M,INC,"17174.0"
1967,KOLLENGODE,C.V.MENON,M,CPM,"19779.0"
1967,KOLLENGODE,GANGADHARAN,M,INC,"14370.0"
1967,KOLLENGODE,C.K.NAIR,M,SWA,"2405.0"
1967,KOLLENGODE,KOCHAPPAN,M,IND,"1535.0"
1967,ALATHUR,R. KRISHNAN,M,CPM,"25467.0"
1967,ALATHUR,SARADA,F,INC,"13630.0"
1967,KUZHALMANNAM,O. KORAN,M,SSP,"19138.0"
1967,KUZHALMANNAM,E.KONTHA,M,INC,"11452.0"
1967,KUZHALMANNAM,V.K.KANNI,M,IND,"2552.0"
1967,CHELAKKARA,P. KUNHAN,M,CPM,"21175.0"
1967,CHELAKKARA,K. K. BALAKRISHNAN,M,INC,"19123.0"
1967,CHELAKKARA,E. G. CHATHU,M,IND,"1597.0"
1967,WADAKKANCHERY,N. K. SESHAN,M,SSP,"23857.0"
1967,WADAKKANCHERY,K.S.N.NAMBOODIRI,M,INC,"22173.0"
1967,WADAKKANCHERY,P.P.KOMAN,M,KEC,"1099.0"
1967,WADAKKANCHERY,M.R.MADHAVAN,M,IND,"962.0"
1967,KUNNAMKULAM,A.S.N.NAMBISSAN,M,CPM,"27014.0"
1967,KUNNAMKULAM,A.K.KUNHUNNY,M,INC,"24930.0"
1967,KUNNAMKULAM,A.CHAZHOOR,M,KEC,"1052.0"
1967,KUNNAMKULAM,K.B.PANICKER,M,IND,"419.0"
1967,MANALUR,N. I. DEVASSYKUTTY,M,INC,"26523.0"
1967,MANALUR,V.MECHERI,M,IND,"26374.0"
1967,MANALUR,K.P.NAMBOODIRI,M,PSP,"1065.0"
1967,TRICHUR,K. S. NAIR,M,CPM,"26149.0"
1967,TRICHUR,T. P. SEETHARAMAN,M,INC,"25547.0"
1967,TRICHUR,A.T.VARGHESE,M,KEC,"1570.0"
1967,TRICHUR,A. S. THOMAS,M,IND,"407.0"
1967,OLLUR,A. V. ARYAN,M,CPM,"24569.0"
1967,OLLUR,P.P.FRANCIS,M,INC,"24421.0"
1967,OLLUR,A.R.VEMAL,M,PSP,"1025.0"
1967,IRINJALAKKUDA,C. K. RAJAN,M,CPI,"27151.0"
1967,IRINJALAKKUDA,R.POZHEKADAVIL,M,INC,"23515.0"
1967,KODAKARA,P. S. NAMBOODIRI,M,CPI,"24265.0"
1967,KODAKARA,P. R. KRISHNAN,M,INC,"15680.0"
1967,KODAKARA,V. L. LONAPPAN,M,IND,"6255.0"
1967,CHALAKUDI,P.P. GEROGE,M,INC,"26568.0"
1967,CHALAKUDI,P. K. CHATHAN,M,CPI,"23107.0"
1967,CHALAKUDI,T.A. ANTONY,M,KEC,"2682.0"
1967,MALA,K. KARUNAKARAN,M,INC,"23563.0"
1967,MALA,K. A. THOMAS,M,CPI,"23199.0"
1967,GURUVAYUR,B.V.S.THANGAL,M,MUL,"20986.0"
1967,GURUVAYUR,A. A. KOCHUNNY,M,INC,"20523.0"
1967,GURUVAYUR,M.P.GANESAN,M,KEC,"3274.0"
1967,NATTIKA,T. K. KRISHNAN,M,CPM,"27635.0"
1967,NATTIKA,K . K . VISWANATHAN,M,INC,"24634.0"
1967,CRANGANORE,P. K. GOPALAKRISHNAN,M,CPI,"26536.0"
1967,CRANGANORE,M . SAGIR,M,INC,"23221.0"
1967,CRANGANORE,E . G . MENON,M,KEC,"1729.0"
1967,ANKAMALI,A. P. KURIAN,M,CPM,"21427.0"
1967,ANKAMALI,A . C . GEORGE,M,INC,"15237.0"
1967,ANKAMALI,J . PATHADAN,M,KEC,"14167.0"
1967,VADAKARA,E . BALANANDAN,M,CPM,"28234.0"
1967,VADAKARA,K. R. VIJAYAN,M,INC,"27601.0"
1967,PARAVUR,K. T. GEORGE,M,INC,"17418.0"
1967,PARAVUR,V . PAINADAN,M,IND,"13719.0"
1967,PARAVUR,T . THOMAS,M,SSP,"13488.0"
1967,PARAVUR,P . K .PILLAI,M,IND,"944.0"
1967,NARAKAL,A. S. PURUSHOTHAMAN,M,CPM,"24616.0"
1967,NARAKAL,K. C. ABRAHAM,M,INC,"23474.0"
1967,NARAKAL,P . MANVETTAM,M,KEC,"1758.0"
1967,MATTANCHERRY,M . P . M . JAFFERKHAN,M,MUL,"28175.0"
1967,MATTANCHERRY,P . T . JACOB,M,INC,"21763.0"
1967,MATTANCHERRY,R . GOPALKRISHNAN,M,BJS,"1403.0"
1967,MATTANCHERRY,S . V . R . S . IYER,M,KEC,"1115.0"
1967,MATTANCHERRY,A . P . G . PRABHU,M,IND,"623.0"
1967,MATTANCHERRY,K . H . GANI,M,IND,"576.0"
1967,PALLURUTHY,P. GANGADHARAN,M,CPM,"24779.0"
1967,PALLURUTHY,A. L. JACOB,M,INC,"23395.0"
1967,PALLURUTHY,P . T . ALEXANDER,M,KEC,"2314.0"
1967,THRIPUNITHURA,T. K. RAMAKRISHNAN,M,CPM,"27435.0"
1967,THRIPUNITHURA,P . P . MANI,M,INC,"25976.0"
1967,THRIPUNITHURA,V .K . PHILIP,M,IND,"1846.0"
1967,THRIPUNITHURA,K . VENUGOPALAN,M,SWA,"880.0"
1967,ERANAKULAM,A . PARAMBITHARA,M,INC,"23270.0"
1967,ERANAKULAM,K . A . RAJAN,M,CPI,"22973.0"
1967,ERANAKULAM,V . V . MICHAEL,M,KEC,"3612.0"
1967,ERANAKULAM,V . E . MATHAI,M,BJS,"1115.0"
1967,ALWAYE,M . K . A . HAMEED,M,IND,"29978.0"
1967,ALWAYE,V . P . MARAKKAR,M,INC,"20360.0"
1967,ALWAYE,K . M . JOSEPH,M,KEC,"1635.0"
1967,ALWAYE,P . N . SUKUMARAN,M,BJS,"1500.0"
1967,PERUMBAVOOR,P . G . PILLAI,M,CPM,"23161.0"
1967,PERUMBAVOOR,K . G . R . KARTHA,M,INC,"17996.0"
1967,PERUMBAVOOR,C .P . POULOSE,M,KEC,"5968.0"
1967,KUNNATHUNAD,M. K. KRISHNAN,M,CPM,"28083.0"
1967,KUNNATHUNAD,K.K. MADHAVAN,M,INC,"21203.0"
1967,KUNNATHUNAD,M . K . KUNHJOL,M,KEC,"2359.0"
1967,KOTHAMANGALAM,T . M . MEETHIYAN,M,CPM,"21210.0"
1967,KOTHAMANGALAM,M . I . MARKOSE,M,KEC,"14822.0"
1967,KOTHAMANGALAM,M . P . VARGHESE,M,INC,"14526.0"
1967,KOTHAMANGALAM,K . M . ALEYAS,M,IND,"671.0"
1967,MUVATTUPUZHA,P. V. ABRAHAM,M,CPI,"21333.0"
1967,MUVATTUPUZHA,K . C . PAILY,M,INC,"15400.0"
1967,MUVATTUPUZHA,A . T . PATHROSE,M,KEC,"12507.0"
1967,MUVATTUPUZHA,C. P. MATHAI,M,IND,"516.0"
1967,THODUPUZHA,K . C . ZACHARIAH,M,IND,"18780.0"
1967,THODUPUZHA,E . M . JOSEPH,M,KEC,"17286.0"
1967,THODUPUZHA,J . THALAKKAN,M,INC,"6624.0"
1967,KARIMANNYOR,M . M . THOMAS,M,IND,"19070.0"
1967,KARIMANNYOR,M . M . THOMAS,M,IND,"19070.0"
1967,KARIMANNYOR,A. C. CHACKO,M,KEC,"12870.0"
1967,KARIMANNYOR,J . KUTTIYANI,M,INC,"7669.0"
1967,DEVICOLAM,N. GANAPATHY,M,INC,"15895.0"
1967,DEVICOLAM,G . VARATHAN,M,CPM,"15607.0"
1967,DEVICOLAM,RAMAN,M,IND,"2374.0"
1967,DEVICOLAM,MANIVEL,M,IND,"1714.0"
1967,UDUMBANCHOLA,K. T. JACOB,M,CPI,"28085.0"
1967,UDUMBANCHOLA,MATHACHAN,M,KEC,"19021.0"
1967,UDUMBANCHOLA,K . S . CHITTOOR,M,INC,"5853.0"
1967,UDUMBANCHOLA,C . K . GOVINDAN,M,IND,"302.0"
1967,PEERMADE,K. I. RAJAN,M,CPM,"18934.0"
1967,PEERMADE,RAMIAH,M,INC,"12199.0"
1967,PEERMADE,ANANDAN,M,IND,"5231.0"
1967,KANJIRAPPALLY,M . KAMAL,M,CPM,"22681.0"
1967,KANJIRAPPALLY,C . J . ANTONY,M,KEC,"14335.0"
1967,KANJIRAPPALLY,C . J . ANTONY,M,KEC,"14335.0"
1967,KANJIRAPPALLY,A . VARKEY,M,INC,"6139.0"
1967,KANJIRAPPALLY,PONNITTI,M,IND,"963.0"
1967,VAZHOOR,K . P . PILLAI,M,CPI,"19789.0"
1967,VAZHOOR,K . N . KURUP,M,KEC,"14760.0"
1967,VAZHOOR,G . PANICKER,M,INC,"5908.0"
1967,VAZHOOR,M . NAIR,M,IND,"433.0"
1967,CHANGANACHERRY,K .G . N . NAMBUDIRIPAD,M,CPI,"21278.0"
1967,CHANGANACHERRY,K. J. CHACKO,M,KEC,"15353.0"
1967,CHANGANACHERRY,B . KARIMATTOM,M,INC,"12545.0"
1967,CHANGANACHERRY,K .P . GOPALAKRISHNAN,M,IND,"340.0"
1967,PUTHUPPALLY,E. M. GEORGE,M,CPM,"22589.0"
1967,PUTHUPPALLY,P . C . CHERIYAN,M,INC,"17037.0"
1967,PUTHUPPALLY,C . K . MANI,M,KEC,"6949.0"
1967,KOTTAYAM,M . K . GEORGE,M,CPM,"25298.0"
1967,KOTTAYAM,M . P. G . NAIR,M,INC,"16188.0"
1967,KOTTAYAM,T . RAJAN,M,KEC,"7295.0"
1967,KOTTAYAM,B . PATHROSE,M,IND,"461.0"
1967,ETTUMANOOR,P . P . WILSON,M,SSP,"20248.0"
1967,ETTUMANOOR,M. M. JOSEPH,M,KEC,"16213.0"
1967,ETTUMANOOR,G . J . PODIPARA,M,INC,"12356.0"
1967,ETTUMANOOR,P . J . SABHARAJ,M,IND,"397.0"
1967,ETTUMANOOR,B . N . NAISE,M,IND,"390.0"
1967,AKALAKUNNAM,J. A. CHACKO,M,KEC,"18049.0"
1967,AKALAKUNNAM,M . G . K . NAIR,M,CPM,"15770.0"
1967,AKALAKUNNAM,M . T . JOSEPH,M,INC,"7921.0"
1967,POONJAR,K. M. GEORGE,M,KEC,"19944.0"
1967,POONJAR,K . K . MENON,M,CPM,"16386.0"
1967,POONJAR,A. GEORGE,M,INC,"5616.0"
1967,PALA,K. M. MANI,M,KEC,"19118.0"
1967,PALA,V. T. THOMAS,M,IND,"16407.0"
1967,PALA,M. M. JACOB,M,INC,"13503.0"
1967,KADUTHURUTHY,J . CHAZHIKATTU,M,KEC,"18719.0"
1967,KADUTHURUTHY,K . K . JOSEPH,M,CPM,"16581.0"
1967,KADUTHURUTHY,M. C. ABRAHAM,M,INC,"10762.0"
1967,KADUTHURUTHY,C . P . KORA,M,IND,"1213.0"
1967,VAIKOM,P. S. SRINIVASAN,M,CPI,"28502.0"
1967,VAIKOM,P . PARAMESWARAN,M,INC,"19043.0"
1967,VAIKOM,V . N . PILLAI,M,KEC,"4427.0"
1967,AROOR,K . R . G . THOMAS,F,CPM,"28274.0"
1967,AROOR,K . BHASI,M,INC,"21097.0"
1967,AROOR,K . ARAKKAL,M,KEC,"2706.0"
1967,CHERTHALA,N. P. THANDAR,M,CPM,"23350.0"
1967,CHERTHALA,K . R . DAMODARAN,M,INC,"15491.0"
