YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
1957,PARASSALA,KUNJUKRISHNAN NADAR M.,M,INC,"16742.0"
1957,PARASSALA,KRISHNA PILLAI K.,M,PSP,"8338.0"
1957,PARASSALA,STUART.,M,IND,"5831.0"
1957,PARASSALA,RETNASWAMY N.,M,CPI,"5816.0"
1957,PARASSALA,KUNJU MOOSA KUNJU I.,M,IND,"4466.0"
1957,NEYYATTINKARA,JANARDHANAN NAIR O.,M,CPI,"18812.0"
1957,NEYYATTINKARA,KRISHNA PILLAI N. K.,M,PSP,"16558.0"
1957,NEYYATTINKARA,CHELLAPPAN NADAR P.,M,RSP,"8490.0"
1957,NEYYATTINKARA,MADHAVAN PILLAI P.,M,INC,"3499.0"
1957,VILAPPIL,SREEDHAR G. PONNARA,M,PSP,"18221.0"
1957,VILAPPIL,SURENDRANATH K. V.,M,CPI,"14278.0"
1957,VILAPPIL,KUNJUKRISHNAN N.,M,IND,"5771.0"
1957,NEMOM,SADASIVAN A.,M,CPI,"15998.0"
1957,NEMOM,VISWAMBHARAN P.,M,PSP,"14159.0"
1957,NEMOM,KUTTAN NADAR R.,M,INC,"11933.0"
1957,TRIVANDRUM I,EAPAN E. P.,M,PSP,"15466.0"
1957,TRIVANDRUM I,KRISHNAN NAIR K.,M,IND,"13418.0"
1957,TRIVANDRUM I,KRISHNAN NAIR K.,M,IND,"13418.0"
1957,TRIVANDRUM I,LOPEZ.,M,INC,"5945.0"
1957,TRIVANDRUM I,VENUGOPAL G.,M,RSP,"3031.0"
1957,TIRVANDRUM I I,THANU PILLAI A.,M,PSP,"21816.0"
1957,TIRVANDRUM I I,ANIRUDHAN K.,M,CPI,"17082.0"
1957,TIRVANDRUM I I,JANARDHANAN T.P.,M,INC,"3358.0"
1957,ULLAL,SREEDHARAN V.,M,CPI,"16904.0"
1957,ULLAL,ALIKUNJU SASTRI M.,M,PSP,"14182.0"
1957,ULLAL,NAGAPPAN NAIR V.,M,INC,"6445.0"
1957,ULLAL,PANKAJAKSHAN K.,M,RSP,"1921.0"
1957,ULLAL,FELIX FERNANDEZ,M,IND,"409.0"
1957,ARIANAD,BALAKRISHNA PILLAI R.,M,CPI,"16728.0"
1957,ARIANAD,KESAVAN NAIR R.,M,INC,"6987.0"
1957,ARIANAD,KESAVAN NAIR R.,M,INC,"6987.0"
1957,ARIANAD,RAMACHANDRAN NAIR K. G.,M,RSP,"5351.0"
1957,ARIANAD,THOMPSON JOSEPH,M,IND,"4383.0"
1957,NEDUMANGAD,NEELAKANDARU PANDARATHIL N.,M,CPI,"20553.0"
1957,NEDUMANGAD,SOMASEKHARAN NAIR K.,M,PSP,"7888.0"
1957,NEDUMANGAD,AHAMMED KANNU M.,M,INC,"3700.0"
1957,NEDUMANGAD,SUBBIAH PILLAI A.,M,IND,"2754.0"
1957,ATTINGAL,PRAKASAM R.,M,CPI,"24328.0"
1957,ATTINGAL,GOPALA PILLAI,M,PSP,"11151.0"
1957,ATTINGAL,VASUKUTTY P.,M,INC,"7919.0"
1957,VARKALA,ABDUL MAJEED T. A.,M,CPI,"41683.0"
1957,VARKALA,SIVADASAN K,M,CPI,"31454.0"
1957,VARKALA,KRISHNA PILLAI R.,M,INC,"20870.0"
1957,VARKALA,GOPALAN K,M,INC,"15464.0"
1957,VARKALA,KUNJUKRISHNAN P.,M,RSP,"14578.0"
1957,VARKALA,KUNJAN P.,M,PSP,"9855.0"
1957,VARKALA,SREEKANTAN NAIR C. N.,M,RSP,"9555.0"
1957,VARKALA,GANGADHARAN O.,M,IND,"2333.0"
1957,ERAVIPURAM,RAVEENDRAN,M,CPI,"19122.0"
1957,ERAVIPURAM,KUNJU SANKARA PILLAI V.,M,PSP,"8762.0"
1957,ERAVIPURAM,RAMACHANDRAN P.,M,INC,"7467.0"
1957,ERAVIPURAM,BALAKRISHNAN K.,M,RSP,"5197.0"
1957,ERAVIPURAM,REGIS PUNNASLERY,M,IND,"1163.0"
1957,ERAVIPURAM,MOHAMMED BASHEER M. N.,M,IND,"1144.0"
1957,QUILON,A. A. RAHIM,M,INC,"20367.0"
1957,QUILON,DIVAKARAN T. K.,M,RSP,"12571.0"
1957,QUILON,CHITHARANJAN,M,CPI,"11817.0"
1957,QUILON,GOVINDA PILLAI M.,M,IND,"2154.0"
1957,THRIKKADAVUR,KARUNAKARAN K.,M,CPI,"33782.0"
1957,THRIKKADAVUR,T. KRISHNAN,M,INC,"32596.0"
1957,THRIKKADAVUR,SUKUMARAN P. K.,M,CPI,"28602.0"
1957,THRIKKADAVUR,C. M. STEPHEN,M,INC,"26193.0"
1957,THRIKKADAVUR,CHANDRASEKHARAN,M,RSP,"24556.0"
1957,THRIKKADAVUR,PRAKULAM BHASI. P,M,RSP,"19692.0"
1957,KARUNAGAPALLY,KUNJUKRISHNAN P.,M,INC,"13709.0"
1957,KARUNAGAPALLY,P. K. KUNJU,M,PSP,"13063.0"
1957,KARUNAGAPALLY,BABY JOHN,M,RSP,"12307.0"
1957,KARUNAGAPALLY,JANARDHANA KURUP G.,M,CPI,"11369.0"
1957,KRISHNAPURAM,KARTHIKEYAN G.,M,CPI,"23963.0"
1957,KRISHNAPURAM,SEKHARA PANICKER K.,M,INC,"14493.0"
1957,KRISHNAPURAM,IBRAHIMKUTTY C. M.,M,PSP,"6707.0"
1957,KRISHNAPURAM,YESODHARAN P. K.,M,RSP,"1462.0"
1957,KAYAMKULAM,AYSHA BAI K. O.,F,CPI,"27067.0"
1957,KAYAMKULAM,SAROJINI,F,INC,"13138.0"
1957,KAYAMKULAM,KUNJUKRISHNA PILLAI P.,M,PSP,"10262.0"
1957,KARTHIGAPALLY,SUGATHAN R.,M,CPI,"20978.0"
1957,KARTHIGAPALLY,VELU PILLAI G.,M,INC,"14887.0"
1957,KARTHIGAPALLY,ACHUTHAN A.,M,PSP,"8520.0"
1957,KARTHIGAPALLY,KUMARA PILLAI K. K.,M,RSP,"3419.0"
1957,HARIPAD,RAMAKRISHNA PILLAI V.,M,IND,"20184.0"
1957,HARIPAD,K. BALAGANGADHARAN,M,INC,"15812.0"
1957,HARIPAD,E. S. ALEXANDER,M,PSP,"6249.0"
1957,MAVELIKARA,KUNJACHAN P. K.,M,CPI,"44630.0"
1957,MAVELIKARA,K. C. GEORGE,M,CPI,"39617.0"
1957,MAVELIKARA,K. C. GEORGE,M,CPI,"39617.0"
1957,MAVELIKARA,T. KANDAN KALI,M,INC,"21901.0"
1957,MAVELIKARA,DANIEL M.,M,INC,"19799.0"
1957,MAVELIKARA,GOPINATHAN PILLAI G.,M,PSP,"11877.0"
1957,MAVELIKARA,N. KOCHURAMAN,M,RSP,"7661.0"
1957,MAVELIKARA,N.S. PURUSHOTHAMAN,M,PSP,"5233.0"
1957,MAVELIKARA,KUNJU KUNJU T. T.,M,IND,"4040.0"
1957,MAVELIKARA,B. B. PANDARATHIL,M,RSP,"3928.0"
1957,KUNNATHUR,MADHAVAN PILLAI P. R.,M,CPI,"41569.0"
1957,KUNNATHUR,GOVINDAN R.,M,CPI,"37321.0"
1957,KUNNATHUR,VELAYUDHAN NAIR K.,M,INC,"29389.0"
1957,KUNNATHUR,C. ACHUTHAN,M,INC,"25982.0"
1957,KUNNATHUR,KRISHNA SASTRI K. S.,M,RSP,"11698.0"
1957,KUNNATHUR,GOPALAN NAIR K.,M,PSP,"10542.0"
1957,KUNNATHUR,PHILIPOSE MUTHALALI N. P.,M,RSP,"8092.0"
1957,KUNNATHUR,KOCHUKUNJU,M,PSP,"5136.0"
1957,KOTTARAKKARA,CHANDRASEKHARAN NAIR E.,M,CPI,"23298.0"
1957,KOTTARAKKARA,RAMACHANDRAN NAIR K.,M,INC,"14307.0"
1957,KOTTARAKKARA,VASUDEVAN C. V.,M,RSP,"7101.0"
1957,CHADAYAMANGALAM,BHARGAVAN K.,M,CPI,"19375.0"
1957,CHADAYAMANGALAM,ABDUL MAJEED M.,M,PSP,"9143.0"
1957,CHADAYAMANGALAM,ABBAS M,M,INC,"6663.0"
1957,CHADAYAMANGALAM,CHANDRASEKHARAN PILLAI,M,RSP,"2082.0"
1957,PATHANAPURAM,RAJAGOPALAN NAIR,M,CPI,"24499.0"
1957,PATHANAPURAM,KUTTAN PILLAI K.,M,INC,"14440.0"
1957,PATHANAPURAM,DAMODARAN POTTI D.,M,PSP,"9973.0"
1957,PATHANAPURAM,RAGHAVAN PILLAI K. P.,M,RSP,"1109.0"
1957,PUNALUR,GOPALAN P.,M,CPI,"20455.0"
1957,PUNALUR,KUNJURAMAN ASSAN K.,M,INC,"16366.0"
1957,PUNALUR,MADHAVAN N.,M,RSP,"1130.0"
1957,RANNI,IDICULA,M,INC,"23308.0"
1957,RANNI,THOMAS MATHEW,M,IND,"20722.0"
1957,PATHANAMTHITTA,BHASKARA PILLAI P.,M,CPI,"29001.0"
1957,PATHANAMTHITTA,CHACKO (GEEVARGHESE) N. G.,M,INC,"21353.0"
1957,ARANMULA,GOPINATHAN PILLAI K.,M,INC,"18895.0"
1957,ARANMULA,VASUDEVAN N. C.,M,CPI,"18630.0"
1957,ARANMULA,S. R. SHARMA,M,PSP,"2277.0"
1957,KALLOOPPARA,M. M. MATHAI,M,INC,"17874.0"
1957,KALLOOPPARA,N. T. GEORGE,M,CPI,"10843.0"
1957,KALLOOPPARA,R. SUBRAMONIAN NAIR,M,PSP,"9456.0"
1957,KALLOOPPARA,DANIEL NINAN,M,IND,"1068.0"
1957,THIRUVALLA,G. PADMANABHAN THAMPI,M,CPI,"22978.0"
1957,THIRUVALLA,KURUVILA THOMAS T.,M,INC,"20347.0"
1957,THIRUVALLA,K. A. MATHEW,M,PSP,"2058.0"
1957,CHENGANNUR,SANKARANARAYANAN THAMPI R.,M,CPI,"19538.0"
1957,CHENGANNUR,SARASWATHI AMMA K.,F,INC,"13546.0"
1957,CHENGANNUR,RAMACHANDRAN NAIR C. K.,M,PSP,"4134.0"
1957,ALLEPPEY,THOMAS T. V.,M,CPI,"26542.0"
1957,ALLEPPEY,NAFEESA BEEVI A.,F,INC,"22278.0"
1957,ALLEPPEY,RAMA PAI N.,M,PSP,"304.0"
1957,MARARIKULAM,SADASIVAN C. G.,M,CPI,"28153.0"
1957,MARARIKULAM,JOSEPH MATHEN,M,INC,"18350.0"
1957,CHERTHALA,K. R. GOURI,F,CPI,"26088.0"
1957,CHERTHALA,A. SUBRAMONIAN PILLAI,M,INC,"22756.0"
1957,TARUR,P. S. KARTHIKEYAN,M,INC,"23956.0"
1957,TARUR,AVIRA THARAKAN,M,IND,"22296.0"
1957,THAKASHI,THOMAS JOHN,M,INC,"21940.0"
1957,THAKASHI,VARGHESE VAIDLIAN T. K.,M,CPI,"16480.0"
1957,THAKASHI,KRISHNANKUTTY NAIR C.,M,RSP,"5105.0"
1957,THAKASHI,KRISHNANKUTTY NAIR C.,M,RSP,"5105.0"
1957,CHANGANACHERRY,KALYANAKRISHNAN NAIR M.,M,CPI,"22539.0"
1957,CHANGANACHERRY,RAGHAVAN PILLAI P.,M,INC,"19693.0"
1957,VAZHOOR,CHACKO P. T.,M,INC,"20102.0"
1957,VAZHOOR,RAGHAVA KURUP N.,M,CPI,"20022.0"
1957,KANJIRAPPALLY,THOMAS K. T.,M,INC,"14896.0"
1957,KANJIRAPPALLY,JOSEPH,M,PSP,"12893.0"
1957,KANJIRAPPALLY,VARGHESE P. P.,M,RSP,"1873.0"
1957,PUTHUPPALLY,P. C. CHERIAN,M,INC,"20396.0"
1957,PUTHUPPALLY,GEORGE E. M.,M,CPI,"19000.0"
1957,PUTHUPPALLY,ZACHARIAH V. J.,M,PSP,"1406.0"
1957,PUTHUPPALLY,NARAYANA KURUP P.,M,IND,"1192.0"
1957,KOTTAYAM,BHASKARAN NAIR P.,M,CPI,"23021.0"
1957,KOTTAYAM,GOVINDHAN NAIR M. P.,M,INC,"20750.0"
1957,KOTTAYAM,KUTTAPPAN P.,M,IND,"1886.0"
1957,ETTUMANOOR,JOSEPH GEORGE,M,INC,"21423.0"
1957,ETTUMANOOR,GOPALA PILLAI C. S.,M,CPI,"19930.0"
1957,ETTUMANOOR,NARAYANAN BHATTATHIRPAD,M,IND,"246.0"
1957,ETTUMANOOR,MATHEW,M,IND,"233.0"
1957,ETTUMANOOR,VARGHESE POULOSE,M,RSP,"73.0"
1957,MEENACHIL,JOSEPH P. M.,M,INC,"20126.0"
1957,MEENACHIL,THOMAS MATHAI,M,IND,"13462.0"
1957,VAIKOM,K. R. NARAYANAN,M,INC,"25818.0"
1957,VAIKOM,C. K. VISWANATHAN,M,CPI,"25164.0"
1957,KADUTHURUTHY,M. C. ABRAHAM,M,INC,"22365.0"
1957,KADUTHURUTHY,KURIAN KURIAN,M,IND,"13552.0"
1957,RAMAMANGALAM,POULOSE E. P,M,INC,"20086.0"
1957,RAMAMANGALAM,PARAMESWARAN NAIR,M,CPI,"13588.0"
1957,RAMAMANGALAM,NARAYANAN NAMBOORI,M,IND,"5180.0"
1957,MUVATTUPUZHA,K. M. GEORGE,M,INC,"16820.0"
1957,MUVATTUPUZHA,KURUVILLA MATTAI,M,CPI,"14993.0"
1957,MUVATTUPUZHA,BHASKARAN NAIR G,M,PSP,"2019.0"
1957,DEVICOLAM,ROSAMMA PUNNOSE,F,CPI,"33809.0"
1957,DEVICOLAM,GANAPATHY N.,M,INC,"31887.0"
1957,DEVICOLAM,KARUPPAYYA I.,M,IND,"26576.0"
1957,DEVICOLAM,RAMAYYA S.,M,INC,"24123.0"
1957,DEVICOLAM,SARMA S.,M,IND,"11799.0"
1957,DEVICOLAM,THANKAYYA,M,IND,"8759.0"
1957,DEVICOLAM,PACHU PILLAI K.,M,RSP,"7098.0"
1957,DEVICOLAM,RAJARAM S. A.,M,RSP,"6530.0"
1957,DEVICOLAM,BHASKARAN VELU,M,IND,"6204.0"
1957,THODUPUZHA,MATHEW C. A.,M,INC,"22149.0"
1957,THODUPUZHA,NARAYANAN NAIR K.,M,CPI,"11680.0"
1957,THODUPUZHA,DEVASSIA C,M,PSP,"1252.0"
1957,KARIKODE,KUSUMAN JOSEPH,F,INC,"14669.0"
1957,KARIKODE,AUGUSTINE OUSEPH,M,IND,"12084.0"
1957,KARIKODE,ANNA VARKEY,M,PSP,"776.0"
1957,POONJAR,THOMMAN T. A.,M,INC,"21279.0"
1957,POONJAR,CHACKO VALLIKKAPPAN,M,CPI,"9045.0"
1957,POONJAR,EMMANUAL PALKEDAY,M,PSP,"4449.0"
1957,PULIYANNUR,K. M. JOSEPH CHAZHICATT,M,PSP,"18605.0"
1957,PULIYANNUR,CHANDY,M,INC,"17915.0"
1957,PULIYANNUR,V. G. NAIR,M,IND,"1056.0"
1957,PULIYANNUR,V. G. NAIR,M,IND,"1056.0"
1957,PALLURUTHY,ALEXANDER PARAMBITHARA,M,INC,"23666.0"
1957,PALLURUTHY,GANGADHARAN P.,M,CPI,"19848.0"
1957,PALLURUTHY,RAMAKRISHNAN NAIR P. K.,M,PSP,"1993.0"
1957,MATTANCHERRY,VISWANATHAN K. K.,M,INC,"19106.0"
1957,MATTANCHERRY,ABOO T. M.,M,CPI,"13046.0"
1957,MATTANCHERRY,EBRAHIM S/O MOHAMMED,M,PSP,"3007.0"
1957,MATTANCHERRY,PAI L. G.,M,RSP,"512.0"
1957,NARAKAL,K. C. ABRAHAM,M,INC,"24253.0"
1957,NARAKAL,K. K. RAMAKRISHNAN,M,CPI,"22321.0"
1957,NARAKAL,POULO I.,M,PSP,"1963.0"
1957,ERANAKULAM,JACOB A. L.,M,INC,"23857.0"
1957,ERANAKULAM,V. RAMANKUTTY MENON,M,CPI,"18172.0"
1957,ERANAKULAM,K. SREENIVASA MALLAN,M,IND,"1602.0"
1957,ERANAKULAM,T. X. RAPHY,M,IND,"583.0"
1957,KANAYANNOUR,RAMAKRISHNAN T. K.,M,CPI,"21292.0"
1957,KANAYANNOUR,JOSEPH A. V.,M,INC,"17506.0"
1957,KANAYANNOUR,PARAMESWARA PANICKER,M,PSP,"3955.0"
1957,KANAYANNOUR,PARAMESWARA PANICKER,M,PSP,"3955.0"
1957,ALWAYE,T. O. BAVA,M,INC,"23707.0"
1957,ALWAYE,VARKEY M. C.,M,IND,"21142.0"
1957,PERUMBAVOOR,GOVINDA PILLAI P.,M,CPI,"21679.0"
1957,PERUMBAVOOR,K. A. DAMODARA MENON,M,INC,"20780.0"
1957,PERUMBAVOOR,"POULOSE CHUMMAR, K.",M,PSP,"949.0"
1957,KOTHAKULANGARS,ANTHONY M. A.,M,INC,"24133.0"
1957,KOTHAKULANGARS,A. P. KURIAN,M,CPI,"15246.0"
1957,KOTHAKULANGARS,P. J. KUNJITHOMMAN,M,IND,"2636.0"
1957,PARAVUR,SIVAN PILLAI N.,M,CPI,"19997.0"
1957,PARAVUR,K. I. MATHEW,M,INC,"17909.0"
1957,PARAVUR,CHUMMAR O. R.,M,PSP,"5520.0"
1957,VADAKARA,BALAN K. A.,M,CPI,"23385.0"
1957,VADAKARA,VIJAYAN K. R.,M,INC,"17844.0"
1957,CRANGANORE,E. GOPALAKRISHNA MENON,M,CPI,"20385.0"
1957,CRANGANORE,KUNJU MOIDEEN A. K.,M,INC,"18894.0"
1957,CRANGANORE,PUTHUR ACHUTHA MENON,M,PSP,"7184.0"
1957,CHALAKKUDY,P. K. CHATHAN,M,CPI,"43454.0"
1957,CHALAKKUDY,C. J. JENARDHANAN,M,PSP,"42997.0"
1957,CHALAKKUDY,PANAMILLY GOVINDA MENON,M,INC,"39627.0"
1957,CHALAKKUDY,K. K. BALAKRISHNAN,M,INC,"30937.0"
1957,CHALAKKUDY,A. V. MOOTHEDAN,M,IND,"6044.0"
1957,IRINJALAKKUDA,ACHUTHA MENON C.,M,CPI,"24140.0"
1957,IRINJALAKKUDA,K. T. ACHUTHAN,M,INC,"21480.0"
1957,IRINJALAKKUDA,DEVASSY P.,M,IND,"678.0"
1957,MANALUR,MUNDASSERY JOSEPH,M,CPI,"23350.0"
1957,MANALUR,SUKUMARAN,M,INC,"21355.0"
1957,MANALUR,GOVINDANKUTTY NAIR K.,M,PSP,"2486.0"
1957,TRICHUR,A. R. MENON,M,IND,"23531.0"
1957,TRICHUR,KARUNAKARAN K.,M,INC,"21045.0"
1957,OLLUR,PARANCHU R.,M,INC,"15994.0"
1957,OLLUR,RAGHAVAN V.,M,CPI,"15915.0"
1957,OLLUR,VARHESE B. C.,M,PSP,"3697.0"
1957,KUNNAMKULAM,KRISHNAN T. K.,M,CPI,"21161.0"
1957,KUNNAMKULAM,VELAYUDHAN K. I.,M,INC,"18788.0"
1957,KUNNAMKULAM,IPE T. C.,M,PSP,"2766.0"
1957,WADAKKANCHERY,AYYAPPAN C. C.,M,CPI,"33161.0"
1957,WADAKKANCHERY,KOCHUKUTTAN K,M,INC,"28895.0"
1957,WADAKKANCHERY,BALAKRISHNA MENON K.,M,PSP,"27357.0"
1957,WADAKKANCHERY,NARAYANA MENON K.,M,INC,"24467.0"
1957,WADAKKANCHERY,KARAPPAN P. K.,M,IND,"11609.0"
1957,NATTIKA,ACHUTHAN K. S.,M,INC,"23594.0"
1957,NATTIKA,GOPALAKRISHNAN P. K.,M,CPI,"22039.0"
1957,GURUVAYUR,KORU KOOLIYAT,M,IND,"16722.0"
1957,GURUVAYUR,ABUBAKER M. V.,M,INC,"14087.0"
1957,GURUVAYUR,SEBASTIAN K. J.,M,PSP,"6259.0"
1957,ANDATHODU,GOVINDAN KUTTY MENON K.,M,CPI,"14229.0"
1957,ANDATHODU,KARUNAKARA MENON K. G.,M,INC,"12495.0"
1957,ANDATHODU,KARUNAKARA MENON K. G.,M,INC,"12495.0"
1957,ANDATHODU,HANEEFA SAHIB E. S. M.,M,IND,"8450.0"
1957,PONNANI,KUNHAMBU KALLAYAN,M,INC,"22784.0"
1957,PONNANI,KUNHAN ELIYATH THARAYIL,M,CPI,"20535.0"
1957,PONNANI,IMBICHI BAVA E. K.,M,CPI,"18793.0"
1957,PONNANI,CHERUKOYA THANGAL V. P.,M,IND,"18068.0"
1957,PONNANI,RAMAN MENON K. V.,M,INC,"16409.0"
1957,PONNANI,RAMAN MENON K. V.,M,INC,"16409.0"
1957,PONNANI,CHATHU VARIATH PARAMBIL,M,PSP,"14697.0"
1957,PONNANI,PADMANABHA MENON P. M.,M,RSP,"2431.0"
1957,KUZHALMANNAM,JOHN KUDUVAKKOTTE,M,IND,"19437.0"
1957,KUZHALMANNAM,KESAVA MENON T.P.,M,INC,"14689.0"
1957,ALATHUR,KRISHNAN R.,M,CPI,"19203.0"
1957,ALATHUR,VAITHEESWARA IYER P. S.,M,INC,"13317.0"
1957,ALATHUR,AHAMMAD KUTTY E.,M,IND,"2288.0"
1957,CHITTUR,BALACHANDRA MENON P.,M,CPI,"23995.0"
1957,CHITTUR,EACHARAN K.,M,INC,"22062.0"
1957,CHITTUR,RAMANKUTTY K.,M,CPI,"20480.0"
1957,CHITTUR,SUNNA SAHIB A.,M,INC,"18317.0"
1957,CHITTUR,KORAN O.,M,PSP,"15658.0"
1957,CHITTUR,SIVARAMA BHARATHI K. A.,M,PSP,"10722.0"
1957,ELAPULLY,RAMANKUTTY A. K.,M,CPI,"16768.0"
1957,ELAPULLY,RAMANKUTTY A. K.,M,CPI,"16768.0"
1957,ELAPULLY,SANKARAN C. C.,M,INC,"11560.0"
1957,PALGHAT,RAGHAVA MENON R.,M,INC,"14873.0"
1957,PALGHAT,KUNHIRAMAN M. P.,M,CPI,"14248.0"
1957,PALGHAT,MOOSATH C. K.,M,IND,"6058.0"
1957,PARLI,NARAYANAKUTTY C. K.,M,CPI,"21627.0"
1957,PARLI,GOPALAKRISHNAN NAIR K.,M,INC,"13996.0"
1957,MANNARGHAT,KRISHNA MENON K.,M,CPI,"13375.0"
1957,MANNARGHAT,KRISHNA MENON K.,M,CPI,"13375.0"
1957,MANNARGHAT,KOCHUNNY NAIR K. C.,M,INC,"9665.0"
1957,MANNARGHAT,SANKARANKUTTY PANICKER V.,M,IND,"5356.0"
1957,MANNARGHAT,KUTTAN ALIAS UNNEERI VYDIAR,M,IND,"1866.0"
1957,PERINTHALMANNA,GOVINDAN NAMBIAR,M,CPI,"13248.0"
1957,PERINTHALMANNA,POOKOYA THANGAL HAJI P. V.,M,IND,"9398.0"
1957,PERINTHALMANNA,CHERIKKATTIL KARUNAKARAN,M,INC,"7861.0"
1957,OTTAPALAM,KUNHUNNI NAYAR,M,CPI,"16157.0"
1957,OTTAPALAM,SUNDARA IYER N.,M,INC,"15248.0"
1957,PATTAMBI,GOPALAN ERASSERI PATINHARETHIL,M,CPI,"17447.0"
1957,PATTAMBI,PADAMANABHA MENON K. P.,M,INC,"9793.0"
1957,PATTAMBI,ABDUL MAJEED PUDIAVEETTIL P. K.,M,IND,"5482.0"
1957,MANKADA,MOHAMMAD KODUR VALIA PEEDIKAKKAL,M,IND,"11854.0"
1957,MANKADA,MOHAMMAD MALAVATTATH,M,INC,"8338.0"
1957,MANKADA,RAGHAVA PISHARODI,M,CPI,"6849.0"
1957,MANKADA,MATHAI M. C.,M,IND,"869.0"
1957,TIRUR,MOIDEENKUTTY HAJEE K.,M,IND,"15404.0"
1957,TIRUR,ALIKUTTY P. P.,M,INC,"13231.0"
1957,TIRUR,GOPALAN P.,M,CPI,"8850.0"
1957,TANUR,MUHAMMED KOYA C. H.,M,IND,"16787.0"
1957,TANUR,ASSANAR KUTTY T.,M,INC,"11520.0"
1957,KUTTIPPURAM,AHAMEDKUTTY C.,M,IND,"15495.0"
1957,KUTTIPPURAM,MOIDEENKUTTY P. K.,M,INC,"10424.0"
1957,KUTTIPPURAM,RAGHAVANUNNI NAIR T.,M,IND,"6030.0"
1957,TIRURANGADI,AYUKKADARKUTTY NAHAK,M,IND,"17622.0"
1957,TIRURANGADI,KUNHALIKUTTY HAJI A.,M,INC,"16670.0"
1957,TIRURANGADI,MUHAMAD NAHA K.,M,IND,"8305.0"
1957,MALAPPURAM,HASSAN GANI K.,M,IND,"17214.0"
1957,MALAPPURAM,SAIDALAVI P.,M,INC,"12243.0"
1957,MALAPPURAM,KUNHANUJAN RAJA K. C.,M,CPI,"4566.0"
1957,MANJERI,UMMER KOYA P. P.,M,INC,"30860.0"
1957,MANJERI,CHADAYAN M.,M,IND,"29101.0"
1957,MANJERI,MARAKKA R.N.,M,IND,"27258.0"
1957,MANJERI,CHERIYAKARIKUTTY,M,INC,"24434.0"
1957,MANJERI,USMAN,M,IND,"15539.0"
1957,MANJERI,ACHUTHANANDAN,M,CPI,"13513.0"
1957,KONDOTTY,AHAMMAD KURIKKAL M. P. M.,M,IND,"18981.0"
1957,KONDOTTY,ABUBAKAR KOLAKADAN,M,INC,"11866.0"
1957,KONDOTTY,MUHAMMAD KUNHI P. K.,M,CPI,"4101.0"
1957,KOZHIKODE I,SARADA KRISHNAN,F,INC,"17388.0"
1957,KOZHIKODE I,SARADA KRISHNAN,F,INC,"17388.0"
1957,KOZHIKODE I,MANJUNATHA RAO H.,M,CPI,"16079.0"
1957,KOZHIKODE I,SANKARANKUTTY P. K.,M,PSP,"10157.0"
1957,KOZHIKODE I I,KUMARAN P.,M,INC,"18586.0"
1957,KOZHIKODE I I,KUMARAN P.,M,INC,"18586.0"
1957,KOZHIKODE I I,E. JANARDHANAN,M,IND,"11211.0"
1957,KOZHIKODE I I,BALAKRISHNAN P. K.,M,CPI,"10767.0"
1957,CHEVAYOUR,BALAGOPALAN A.,M,INC,"20683.0"
1957,CHEVAYOUR,RAGHAVAN NAIR,M,CPI,"17319.0"
1957,CHEVAYOUR,BHASKARAN A.,M,PSP,"6306.0"
1957,KUNNAMANGALAM,LEELA DAMODARA MENON,F,INC,"13598.0"
1957,KUNNAMANGALAM,CHATHUNNI OTTAYIL K.,M,CPI,"11814.0"
1957,KUNNAMANGALAM,CHANDRAN KOTANGAL,M,IND,"8580.0"
1957,KUNNAMANGALAM,FRANCIS C. J.,M,IND,"1902.0"
1957,KODUVALLY,GOPALANKUTTY NAIR M.,M,INC,"19377.0"
1957,KODUVALLY,MUHAMMEDKUTTY C.,M,IND,"15950.0"
1957,BALUSSERRY,NARAYANA KURUP M.,M,PSP,"15789.0"
1957,BALUSSERRY,RAGHAVAN NAIR E.,M,INC,"11536.0"
1957,BALUSSERRY,ALI KOYA K.,M,IND,"11514.0"
1957,BALUSSERRY,ALI KOYA K.,M,IND,"11514.0"
1957,QUILANDY,KUNHIRAMAN NAMBIAR,M,PSP,"19668.0"
1957,QUILANDY,ACHUTHAN NAIR P.,M,INC,"16622.0"
1957,QUILANDY,PADMANABHAN,M,IND,"9935.0"
1957,PERAMBRA,KUMARAN MADATHIL,M,CPI,"17838.0"
1957,PERAMBRA,MADHAVAN NAIR T K.,M,INC,"15827.0"
1957,PERAMBRA,MOIDU HAJI,M,IND,"15386.0"
1957,BADAGARA,KELU MANDOTI KUNIYIL,M,CPI,"17123.0"
1957,BADAGARA,KRISHNAN,M,PSP,"15448.0"
1957,BADAGARA,KRISHNAN T.,M,INC,"10623.0"
1957,NADAPURAM,KANARAN C. H.,M,CPI,"18533.0"
1957,NADAPURAM,KUNHAMMAD HAJI V. K.,M,INC,"15177.0"
1957,NADAPURAM,MOHAMMED KUNHI O. K.,M,IND,"13626.0"
1957,WYNAD,KUNJIKRISHNAN NAIR N. K.,M,INC,"31993.0"
1957,WYNAD,MADURA,M,INC,"29296.0"
1957,WYNAD,MADURA,M,INC,"29296.0"
1957,WYNAD,KUNHAMAD HAJEE NEELIKANDY,M,PSP,"21292.0"
1957,WYNAD,PUNNADAN,M,IND,"16800.0"
1957,WYNAD,GOPALAN A.,M,IND,"16648.0"
1957,WYNAD,SANKAR P.,M,CPI,"14560.0"
1957,KUTHUPARAMBA,RAMUNNY KURUP,M,PSP,"21540.0"
