,YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
869,1965,36 THRITHALA,3 K. SANKARAN,M,IND,661.0
870,1965,37 PATTAMBI,1 E.M. SANKARAN NAMBOODIRIPAD,M,CPI(M),19992.0
871,1965,37 PATTAMBI,2 K.P. THANGAL,M,CPI,12213.0
872,1965,37 PATTAMBI,3 K.P.N. MENON,M,CON,7821.0
873,1965,37 PATTAMBI,4 P. MADHAVA MENON,M,IND,3464.0
874,1965,38 OTTAPALAM,1 P.P. KRISHNAN,M,CPI(M),20802.0
875,1965,38 OTTAPALAM,2 K. SANKARANARAYANANA,M,CON,12560.0
876,1965,38 OTTAPALAM,3 K. KUMRARAN,M,KC,4188.0
877,1965,38 OTTAPALAM,4 M.P. KUNJU,M,CPI,2219.0
878,1965,39 SREEKRISHNAPURAM,1 C. GOVINDA PANICKER,M,CPI(M),16571.0
879,1965,39 SREEKRISHNAPURAM,2 M. NARAYANA KURUP,M,CON,9663.0
880,1965,39 SREEKRISHNAPURAM,3 E.P. GOPALAN,M,CPI,4581.0
881,1965,39 SREEKRISHNAPURAM,4 M.R. KUNHIRAMA GUPTAN,M,IND,1009.0
882,1965,40 MANKADA,1 P. MUHAMMEDKUTTY,M,CPI(M),17875.0
883,1965,40 MANKADA,2 K.K. SAYED USSAN KOYA,M,ML,16582.0
884,1965,40 MANKADA,3 A.K. SESHU IYER,M,CON,6287.0
885,1965,41 PERINTHALMANNA,1 C. KOYA,M,CPI(M),17426.0
886,1965,41 PERINTHALMANNA,2 K. HASSAN GANI,M,ML,12388.0
887,1965,41 PERINTHALMANNA,3 ANTONY VETTIKAD,M,CON,5446.0
888,1965,41 PERINTHALMANNA,4 K.K. MUHAMED SHAFEE,M,IND,1601.0
889,1965,42 MANNARGHAT,1 P.A. SANKARAN,M,CPI(M),16099.0
890,1965,42 MANNARGHAT,2 A.CHANDRAN NAIR,M,CON,7503.0
891,1965,42 MANNARGHAT,3 A.N. YUSAF,M,CPI,3949.0
892,1965,42 MANNARGHAT,4 P.V. KAMARAN NAIR,M,KC,3686.0
893,1965,43 PALGHAT,1 M.V. VASU,M,CPI(M),17747.0
894,1965,43 PALGHAT,2 K. PYARIJAN SUNNA SAHIB,M,CON,13260.0
895,1965,43 PALGHAT,3 P.K. KRISHNASWAMY,M,IND,5279.0
896,1965,43 PALGHAT,4 O. RAJAGOPALAN,M,IND,2879.0
897,1965,43 PALGHAT,5 K.C. GOPALANUNNI,M,CPI,2251.0
898,1965,43 PALGHAT,6 R.G. NARYANA IYER,M,IND,1388.0
899,1965,44 MALAMPUZHA,1 M.P. KUNHIRAMAN,M,CPI(M),27835.0
900,1965,44 MALAMPUZHA,2 C.V. RAMACHANDRAN,M,CON,13484.0
901,1965,44 MALAMPUZHA,3 P. RAMACHANDRAN,M,IND,3644.0
902,1965,45 CHITTUR,1 K. A. SIVARAMA BHARATHY,M,SSP,24630.0
903,1965,45 CHITTUR,2 LEELA DAMODARA MENON,F,CON,17100.0
904,1965,45 CHITTUR,3 P. BALACHANDRA MENON,M,CPI,2304.0
905,1965,46 KOLLENGODE,1 C. VASUDEVA MENON,M,CPI(M),22749.0
906,1965,46 KOLLENGODE,2 P. N. KRISHNAN,M,CON,13274.0
907,1965,46 KOLLENGODE,3 P. NARAYANANKUTTY MENON,M,CPI,2431.0
908,1965,46 KOLLENGODE,4 K. J. XAVIER,M,IND,1865.0
909,1965,46 KOLLENGODE,5 T. V. CHAKRAPANI SARMA,M,IND,1162.0
910,1965,47 ALATHUR,1 R. KRISHNAN,M,CPI(M),26328.0
911,1965,47 ALATHUR,2 A. NARAYANAN,M,CON,12472.0
912,1965,47 ALATHUR,3 C. V. MADHAVAN,M,CPI,2037.0
913,1965,47 ALATHUR,4 E. AHAMMEDKUTTY,M,ML,1288.0
914,1965,48 KUZNALMANNAM,1 O. KORAN,M,SSP,23477.0
915,1965,48 KUZNALMANNAM,1 O. KORAN,M,SSP,23477.0
916,1965,48 KUZNALMANNAM,2 K. EACHARAN,M,CON,12021.0
917,1965,48 KUZNALMANNAM,3 K. V. NARAYANAN,M,CPI,1872.0
918,1965,49 CHELAKKARA,1 K. K. BALAKRISHNAN,M,CON,17283.0
919,1965,49 CHELAKKARA,2 C. K. CHAKRAPANI,M,CPI(M),17177.0
920,1965,49 CHELAKKARA,3 B. R. KESAVAN,M,CPI,3144.0
921,1965,49 CHELAKKARA,4 P. K. KARUPPAN,M,IND,658.0
922,1965,49 CHELAKKARA,5 K. K. AYYAPPAN,M,IND,605.0
923,1965,49 CHELAKKARA,6 C. C. PRASAD,M,IND,438.0
924,1965,50 WADAKKANCHERY,1 N. K. SESHAN,M,SSP,22352.0
925,1965,50 WADAKKANCHERY,2 V. K. ACHUTHA MENON,M,CON,19045.0
926,1965,50 WADAKKANCHERY,3 M. BHASKARA MENON,M,CPI,3833.0
927,1965,50 WADAKKANCHERY,4 P. VELAYUDHAN,M,IND,1070.0
928,1965,51 KUNNAMKULAM,1 T. K. KRISHNAN,M,CPI(M),26448.0
929,1965,51 KUNNAMKULAM,2 M. K. RAJA,M,CON,25354.0
930,1965,51 KUNNAMKULAM,3 P. L. JOSE,M,IND,2674.0
931,1965,51 KUNNAMKULAM,4 K. N. KARUNAKARAN,M,CPI,2155.0
932,1965,52 MANALUR,1 I. M. VELAYUDHAN,M,CON,23009.0
933,1965,52 MANALUR,2 B. WELLINGTON,M,IND,15310.0
934,1965,52 MANALUR,3 K. P. PRABHAKARAN,M,CPI,12703.0
935,1965,52 MANALUR,4 C. L. AUGUSTIN,M,IND,2876.0
936,1965,53 TRICHUR,1 T. P. SEETHARAMAN,M,CON,22777.0
937,1965,53 TRICHUR,2 C. L. VARKEY,M,CPI(M),18572.0
938,1965,53 TRICHUR,3 K. BALAKRISHNA MENON,M,IND,6363.0
939,1965,53 TRICHUR,4 C. J. JOHN,M,IND,1728.0
940,1965,53 TRICHUR,5 C. D. PAUL,M,IND,944.0
941,1965,53 TRICHUR,6 T. A. DHARMARAJA IYER,M,IND,919.0
942,1965,54 OLLUR,1 A. V. ARYAN,M,CPI(M),20180.0
943,1965,54 OLLUR,2 P. R. FRANCIS,M,CON,19475.0
944,1965,54 OLLUR,3 V. V. RAGHAVAN,M,CPI,6077.0
945,1965,54 OLLUR,4 T. PADMANABHA MENON,M,KC,2810.0
946,1965,54 OLLUR,5 VARGHESE,M,IND,2083.0
947,1965,55 IRINJALAKKUDA,1 K. T. ACHUTHAN,M,CON,19302.0
948,1965,55 IRINJALAKKUDA,2 P. APPUKUTTA MENON,M,IND,13143.0
949,1965,55 IRINJALAKKUDA,3 P. K. CHATHAN,M,CPI,11104.0
950,1965,55 IRINJALAKKUDA,4 N. L. GEORGE,M,KC,6301.0
951,1965,55 IRINJALAKKUDA,5 C. L. FERNANDIZ,M,IND,842.0
952,1965,56 KODAKARA,1 P. S. NAMBOODIRI,M,CPI,18755.0
953,1965,56 KODAKARA,2 C. G. JANARDHANAN,M,CON,16393.0
954,1965,56 KODAKARA,3 P. T. THOMAS,M,SSP,7218.0
955,1965,56 KODAKARA,4 N. K. LONAPPAN,M,KC,5104.0
956,1965,57 CHALAKUDI,1 P. P. GEORGE,M,CON,18873.0
957,1965,57 CHALAKUDI,2 B. C. VARUGHESE,M,IND,14165.0
958,1965,57 CHALAKUDI,3 P. RAGHAVA MENON,M,IND,13952.0
959,1965,57 CHALAKUDI,4 T. K. VELAYUDHAN,M,IND,2987.0
960,1965,57 CHALAKUDI,4 T. K. VELAYUDHAN,M,IND,2987.0
961,1965,58 MALA,1 K. KARUNAKARAN,M,CON,18044.0
962,1965,58 MALA,2 K. A. THOMAS,M,CPI,13282.0
963,1965,58 MALA,3 A. D. KURIAKOSE,M,IND,8159.0
964,1965,58 MALA,4 ITTIERA AMBOOKKAN,M,KC,5885.0
965,1965,59 GURUVAYUR,1 P. K. ABDUL MAJEED,M,IND,20322.0
966,1965,59 GURUVAYUR,2 M. V. ABOOBACKER,M,CON,19831.0
967,1965,59 GURUVAYUR,3 P. K. GOPALAKRISHNAN,M,CPI,6560.0
968,1965,59 GURUVAYUR,4 R. SREENIVASAN,M,IND,663.0
969,1965,59 GURUVAYUR,5 C. GOPALAKRISHNAN NAIR,M,IND,338.0
970,1965,60 NATTIKA,1 RAMU,M,IND,27704.0
971,1965,60 NATTIKA,2 V. K. KUMARAN,M,CON,24418.0
972,1965,61 CRANGANORE,1 K. C. M. MATHER,M,CON,25330.0
973,1965,61 CRANGANORE,2 GOPALAKRISHNA MENON,M,CPI,13847.0
974,1965,61 CRANGANORE,3 SARVAN MADHAVAN,M,IND,11460.0
975,1965,62 ANKAMALI,1 JOHN,M,KC,19828.0
976,1965,62 ANKAMALI,2 GEERVACIS,M,CON,13840.0
977,1965,62 ANKAMALI,3 MATHAI MANJOORAN,M,IND,11472.0
978,1965,62 ANKAMALI,4 P. K. IBRAHIMKUTTY,M,CPI,1336.0
979,1965,62 ANKAMALI,5 K. C. AUGUSTINE,M,IND,1002.0
980,1965,62 ANKAMALI,6 P. KUNJILONAN,M,IND,531.0
981,1965,63 VADAKARA,1 ABDUL JALEEL,M,IND,25288.0
982,1965,63 VADAKARA,2 K. R. VIJAYAN,M,CON,22935.0
983,1965,63 VADAKARA,3 JOSEPH PALLATH,M,KC,4887.0
984,1965,63 VADAKARA,4 JOSEPH MOONJELI,M,IND,1494.0
985,1965,63 VADAKARA,5 PARAMESWARAN NAIR,M,IND,642.0
986,1965,64 PURUR,1 K. T. GEORGE,M,CON,24678.0
987,1965,64 PURUR,2 K. G. RAMAN MENON,M,SSP,14402.0
988,1965,64 PURUR,3 SIVAN PILLAI,M,CPI,6480.0
989,1965,64 PURUR,4 T. M. POULOSE,M,IND,743.0
990,1965,64 PURUR,4 T. M. POULOSE,M,IND,743.0
991,1965,65 NARAKAL,1 K. C. ABRAHAM,M,CON,24713.0
992,1965,65 NARAKAL,2 A. S. PURUSHOTHAMAN,M,CPI(M),17141.0
993,1965,65 NARAKAL,3 T. A. PARAMAN,M,IND,4570.0
994,1965,65 NARAKAL,4 K. K. VISHWANATHAN,M,CPI,3916.0
995,1965,66 MATTANCHERRY,1 M. P. MUHAMED JAFERKHAN,M,IND,24933.0
996,1965,66 MATTANCHERRY,2 K. K. VISHWANATHAN,M,CON,15951.0
997,1965,66 MATTANCHERRY,3 T. M. ABOO,M,CPI,4557.0
998,1965,66 MATTANCHERRY,4 N. P. LALAN,M,IND,2008.0
999,1965,66 MATTANCHERRY,5 V. K. PRABHAKARA MENON,M,IND,1302.0
1000,1965,66 MATTANCHERRY,6 P. R. MATHEW,M,IND,1145.0
1001,1965,66 MATTANCHERRY,7 B. MANEKJI KHONA,M,IND,348.0
1002,1965,67 PALLURUTHY,1 P. GANGADHARAN,M,CPI(M),22717.0
1003,1965,67 PALLURUTHY,2 A. L. JACOB,M,CON,19151.0
1004,1965,67 PALLURUTHY,3 E. T. ABRAHAM,M,KC,8547.0
1005,1965,68 THRIPUNITHURA,1 T. K. RAMAKRISHNAN,M,CPI(M),24387.0
1006,1965,68 THRIPUNITHURA,2 PAUL,M,CON,22016.0
1007,1965,68 THRIPUNITHURA,3 M. J. MATHEW,M,IND,3448.0
1008,1965,68 THRIPUNITHURA,4 V. VASUDEVAN,M,CPI,1261.0
1009,1965,68 THRIPUNITHURA,5 C. C. CHALI,M,IND,480.0
1010,1965,69 ERANAKULAM,1 P. J. ALEXANDER,M,CON,20853.0
1011,1965,69 ERANAKULAM,1 P. J. ALEXANDER,M,CON,20853.0
1012,1965,69 ERANAKULAM,2 T. A. MOHAMMED KUNJU,M,IND,9999.0
1013,1965,69 ERANAKULAM,3 T. C. NARAYANANKUTTY MENON,M,CPI,8583.0
1014,1965,69 ERANAKULAM,4 S. P. LOUIZ,M,IND,7603.0
1015,1965,69 ERANAKULAM,5 K. S. AUGUSTINE,M,IND,627.0
1016,1965,69 ERANAKULAM,6 V. A. JACOB,M,IND,363.0
1017,1965,69 ERANAKULAM,7 K. V. VITTAPPA PRABHU,M,IND,258.0
1018,1965,70 ALWAYE,1 V. P. MARAKKAR,M,CON,22659.0
1019,1965,70 ALWAYE,2 P. K. KUNJU,M,SSP,21556.0
1020,1965,70 ALWAYE,3 A. D. STEPHEN,M,IND,3718.0
1021,1965,71 PERUMBAVOOR,1 P. GOVINDA PILLAI,M,CPI(M),21265.0
1022,1965,71 PERUMBAVOOR,2 C. P. POULOSE,M,KC,12874.0
1023,1965,71 PERUMBAVOOR,3 S. NARAYANAN NAIR,M,CON,12563.0
1024,1965,71 PERUMBAVOOR,4 CHITHARANJAN,M,IND,1743.0
1025,1965,72 KUNNATHUNAD,1 K. K. MADHAVAN,M,CON,22635.0
1026,1965,72 KUNNATHUNAD,"2 M, K. KRISHNAN",M,CPI(M),20834.0
1027,1965,72 KUNNATHUNAD,3 KODIYAN,M,CPI,4816.0
1028,1965,73 KOTHAMANGALAM,1 K. M. GEORGE,M,KC,18744.0
1029,1965,73 KOTHAMANGALAM,2 N. P. VARGHESE,M,CON,18198.0
1030,1965,73 KOTHAMANGALAM,3 P. M. YOOSEPH,M,IND,14922.0
1031,1965,74 MUVATTUPUZHA,1 A. T. PATHORSE,M,KC,18929.0
1032,1965,74 MUVATTUPUZHA,2 E. P. POULOSE,M,CON,14659.0
1033,1965,74 MUVATTUPUZHA,3 N. PARAMESWARAN NAIR,M,CPI,11281.0
1034,1965,74 MUVATTUPUZHA,4 K. V. PAUL,M,SSP,5546.0
1035,1965,75 THODUPUZHA,1 C. A. MATHEW,M,KC,18937.0
1036,1965,75 THODUPUZHA,2 ZACHARIA CHACKO,M,IND,14844.0
1037,1965,75 THODUPUZHA,3 K. M. GEORGE,M,CON,7747.0
1038,1965,75 THODUPUZHA,4 THANKAMMA VARGHESE,F,IND,2936.0
1039,1965,76 KARIMANOOR,1 CHACKO KURIAKOSE,M,KC,15897.0
1040,1965,76 KARIMANOOR,2 M. M. THOMAS,M,IND,11650.0
1041,1965,76 KARIMANOOR,3 JOSEPH IYPE,M,CON,8763.0
1042,1965,76 KARIMANOOR,4 KUNJAKO UTHUP,M,IND,895.0
1043,1965,76 KARIMANOOR,5 PAILY ABEL,M,IND,816.0
1044,1965,76 KARIMANOOR,5 PAILY ABEL,M,IND,816.0
1045,1965,77 DEVICOLAM,1 G. VARATHAN,M,CPI(M),16472.0
1046,1965,77 DEVICOLAM,2 T. MURUKESAN,M,CON,15483.0
1047,1965,77 DEVICOLAM,3 S. G. DEVIAPPAN,M,KC,3683.0
1048,1965,77 DEVICOLAM,4 K. K. KUNJAN,M,IND,3656.0
1049,1965,77 DEVICOLAM,5 M. M. SUNDARAM,M,IND,432.0
1050,1965,78 UDUMBANCHOLA,1 K. T. JACOB,M,CPI,17374.0
1051,1965,78 UDUMBANCHOLA,2 M. MATHACHAN,M,KC,15627.0
1052,1965,78 UDUMBANCHOLA,3 K. J. CHACKO,M,CON,6618.0
1053,1965,78 UDUMBANCHOLA,4 JOHN MANJURAN,M,IND,4055.0
1054,1965,78 UDUMBANCHOLA,5 N. M. GEORGE,M,IND,1663.0
1055,1965,78 UDUMBANCHOLA,6 K. CHURULIAPPAN,M,IND,416.0
1056,1965,78 UDUMBANCHOLA,7 M. K. SANKARA KARANAVAR,M,IND,290.0
1057,1965,78 UDUMBANCHOLA,8 C. P. THANKAPPAN,M,IND,162.0
1058,1965,78 UDUMBANCHOLA,9 K. V. VARKEY,M,IND,123.0
1059,1965,79 PERMADE,1 K. I. RAJAN,M,CPI(M),12345.0
1060,1965,79 PERMADE,2 N. GANAPATHY,M,CON,8835.0
1061,1965,79 PERMADE,3 P. VIVEKANANDAN,M,KC,6059.0
1062,1965,79 PERMADE,4 M. M. SUNDARAM,M,CPI,5615.0
1063,1965,79 PERMADE,5 S.K. ANTONISAMY,M,IND,5340.0
1064,1965,79 PERMADE,6 M. KATHIRVEL,M,IND,1083.0
1065,1965,79 PERMADE,6 M. KATHIRVEL,M,IND,1083.0
1066,1965,80 KANJIRAPPALLY,1 KURIAN VARKEY,M,KC,18206.0
1067,1965,80 KANJIRAPPALLY,2 MUSTAFA KAMAL,M,IND,17468.0
1068,1965,80 KANJIRAPPALLY,3 P. D. JOSEPH,M,CON,11135.0
1069,1965,80 KANJIRAPPALLY,4 VARGHESE PATHROSE,M,IND,1287.0
1070,1965,80 KANJIRAPPALLY,5 DOMINIC DEVASSIA,M,IND,323.0
1071,1965,80 KANJIRAPPALLY,6 ADI KANDAN,M,IND,62.0
1072,1965,81 VAZHOOR,1 K. NARAYANA KURUP,M,KC,20629.0
1073,1965,81 VAZHOOR,2 N. GOVINDA MENON,M,CON,9611.0
1074,1965,81 VAZHOOR,3 K. PURUSHOTHAMAN PILLAI,M,CPI,8086.0
1075,1965,81 VAZHOOR,4 SIVAN PILLAI,M,CPI(M),2940.0
1076,1965,81 VAZHOOR,5 JOSEPH JOSEPH,M,IND,942.0
1077,1965,82 CHANGANACHERRY,1 K. J. CHACKO,M,KC,21134.0
1078,1965,82 CHANGANACHERRY,2 K. G. NEELAKANTAN NAMBUDIRIPAD,M,CPI,16893.0
1079,1965,82 CHANGANACHERRY,3 P. T. THOMAS,M,CON,10081.0
1080,1965,82 CHANGANACHERRY,4 K. P. JOSEPH,M,IND,1269.0
1081,1965,83 PUTHUPPALLY,1 E. M. GEORGE,M,CPI(M),15571.0
1082,1965,83 PUTHUPPALLY,2 THOMAS RAJAN,M,CON,13736.0
1083,1965,83 PUTHUPPALLY,3 O. GHEEVARUGHESE,M,KC,13432.0
1084,1965,83 PUTHUPPALLY,4 P. T. PUNNOOSE,M,CPI,1703.0
1085,1965,83 PUTHUPPALLY,5 P. A. KORULLA,M,IND,1437.0
1086,1965,83 PUTHUPPALLY,6 KRISHNANACHARI,M,IND,691.0
1087,1965,84 KOTTAYAM,1 M. K. GEORGE,M,CPI(M),17880.0
1088,1965,84 KOTTAYAM,2 M. P. GOVINDAN NAIR,M,CON,14396.0
1089,1965,84 KOTTAYAM,3 T. K. GOPALAKRISHNA PANICKER,M,KC,13280.0
1090,1965,84 KOTTAYAM,4 P. BHASKARAN NAIR,M,CPI,1705.0
1091,1965,85 ETTUMANOOR,1 M. M. JOSEPH,M,KC,23400.0
1092,1965,85 ETTUMANOOR,2 MUSTAFA KHANI RAWTHER,M,CON,15178.0
1093,1965,85 ETTUMANOOR,3 WILSON PETER,M,SSP,10763.0
1094,1965,85 ETTUMANOOR,4 PETER C. ABRAHAM,M,IND,1123.0
1095,1965,86 AKALAKUNNAM,1 J. A. CHACKO,M,KC,22913.0
1096,1965,86 AKALAKUNNAM,2 VASUDEVAN KARTHA,M,IND,13755.0
1097,1965,86 AKALAKUNNAM,3 P. M. JOSEPH,M,CON,7021.0
1098,1965,87 POONJAR,1 P. D. THOMMEN,M,IND,21975.0
1099,1965,87 POONJAR,2 V. I. PURUSHOTHAMAN,M,IND,14926.0
1100,1965,87 POONJAR,3 T. A. THOMMEN,M,CON,6210.0
1101,1965,88 PALA,1 K. M. MANI,M,KC,25833.0
1102,1965,88 PALA,2 V. T. THOMAS,M,IND,16248.0
1103,1965,88 PALA,3 ALEYKUTTY THOMAS,F,CON,8072.0
1104,1965,89 KADUTHURUTHY,1 JOSEPH CHAZHIKATTU,M,KC,26597.0
1105,1965,89 KADUTHURUTHY,2 M. C. ABRAHAM,M,CON,12344.0
1106,1965,89 KADUTHURUTHY,3 V. D. JOHN,M,IND,9883.0
1107,1965,90 VAIKOM,1 P. PARAMESWARAN,M,CON,15255.0
1108,1965,90 VAIKOM,2 K. N. NARAYANAN NAIR,M,KC,15167.0
1109,1965,90 VAIKOM,3 P. S. SRINIVASAN,M,CPI,14975.0
1110,1965,90 VAIKOM,4 K. VISWANATHAN,M,CPI(M),6494.0
1111,1965,90 VAIKOM,5 P. RAMANANDA NAYAK,M,IND,708.0
1112,1965,91 AROOR,1 K. R. GOURI THOMAS,F,CPI(M),19426.0
1113,1965,91 AROOR,2 DEVAKI KRISHNAN,F,CON,14843.0
1114,1965,91 AROOR,3 BHASKARAN PILLAI,M,KC,10183.0
1115,1965,91 AROOR,4 C. G. SADASIVAN,M,CPI,6544.0
1116,1965,92 CHERTHALA,1 C. V. JACOB,M,KC,15070.0
1117,1965,92 CHERTHALA,2 P. S. KARTHIKEYAN,M,CON,13192.0
1118,1965,92 CHERTHALA,3 N. PRABHAKARA THANDAR,M,CPI(M),11952.0
1119,1965,92 CHERTHALA,4 K. R. SWAMINATHAN,M,CPI,7789.0
1120,1965,93 MARARIKULAM,1 SUSEELA GOPALAN,F,CPI(M),22424.0
1121,1965,93 MARARIKULAM,2 P. KARUNAKARA THANDAR,M,CON,16707.0
1122,1965,93 MARARIKULAM,3 APLONE AROJ,M,KC,11407.0
1123,1965,93 MARARIKULAM,4 S. KUMARAN,M,CPI,3911.0
1124,1965,93 MARARIKULAM,5 A. K. VASU,M,IND,1089.0
1125,1965,94 ALLEPPEY,1 G. CHIDAMBARA IYER,M,CON,13997.0
1126,1965,94 ALLEPPEY,2 T. V. THOMAS,M,CPI,12693.0
1127,1965,94 ALLEPPEY,3 ABDUL LATHIF,M,IND,11533.0
1128,1965,94 ALLEPPEY,4 M. USMAN,M,CPI(M),9858.0
1129,1965,94 ALLEPPEY,5 OMANA PILLAI,M,IND,1272.0
1130,1965,95 AMBALAPUZHA,1 K. S. KRISHNA KURUP,M,CON,16657.0
1131,1965,95 AMBALAPUZHA,2 V. S. ATCHUTHANANDAN,M,CPI(M),14330.0
1132,1965,95 AMBALAPUZHA,3 K.N. RAJASEKHARAN NAIR,M,KC,11037.0
1133,1965,95 AMBALAPUZHA,4 R. SUGATHAN,M,CPI,4460.0
1134,1965,96 KUTTANAD,1 THOMAS JOHN,M,KC,25319.0
1135,1965,96 KUTTANAD,2 V. Z. JOB,M,CON,15067.0
1136,1965,96 KUTTANAD,3 SONNEY SEBASTIAN,M,IND,7684.0
1137,1965,96 KUTTANAD,4 K. C. S. MANI,M,IND,920.0
1138,1965,96 KUTTANAD,5 A. K. SANKARA PILLAI,M,IND,134.0
1139,1965,97 HARIPAD,1 K. P. RAMAKRISHNAN NAIR,M,CON,23644.0
1140,1965,97 HARIPAD,2 C. B. CHANDRASEKHARA WARRIER,M,CPI(M),17178.0
1141,1965,97 HARIPAD,3 C. V. RAMAKRISHNA PILLAI,M,IND,14930.0
1142,1965,98 KAYAMKULAM,1 SUKUMARAN,M,CPI(M),17522.0
1143,1965,98 KAYAMKULAM,2 PRABHAKARAN,M,CON,17179.0
1144,1965,98 KAYAMKULAM,3 K. K. MUHAMMED,M,KC,15519.0
1145,1965,98 KAYAMKULAM,4 N. S. P PANICKER,M,IND,1198.0
1146,1965,98 KAYAMKULAM,5 P. J VARGHESE,M,IND,931.0
1147,1965,99 THIRUVALLA,1 E. J. JACOB,M,KC,27809.0
1148,1965,99 THIRUVALLA,2 K. KURIAN JOSEPH,M,CON,12899.0
1149,1965,99 THIRUVALLA,3 PARAMESWARAN NAMPOOTHIRY,M,SSP,8904.0
1150,1965,99 THIRUVALLA,4 G. P. THAMPI,M,CPI,2398.0
1151,1965,100 KALLOOPPARA,1 GEORGE THOMAS,M,KC,25422.0
1152,1965,100 KALLOOPPARA,2 K. R. KESHAVA PILLAI,M,CPI(M),9774.0
1153,1965,100 KALLOOPPARA,3 M M. MATHAI,M,CON,7545.0
1154,1965,100 KALLOOPPARA,4 GEORGE ANTHRAYOSE,M,IND,643.0
1155,1965,100 KALLOOPPARA,5 N. NARAYANARU,M,IND,368.0
1156,1965,100 KALLOOPPARA,6 P. C. LUCKOSE,M,IND,304.0
1157,1965,101 ARANMULA,1 N. BHASKARAN NAIR,M,KC,22000.0
1158,1965,101 ARANMULA,2 K. VELAYUDHAN NAIR,M,CON,17031.0
1159,1965,101 ARANMULA,3 P. K. MATHEW,M,SSP,7098.0
1160,1965,101 ARANMULA,4 BALAKRISHNAN,M,CPI,2094.0
1161,1965,102 CHENGANNUR,1 K. R. SARASWATHI AMMA,F,KC,26248.0
1162,1965,102 CHENGANNUR,2 N. S. KRISHNA PILLAI,M,CON,12135.0
1163,1965,102 CHENGANNUR,3 K. PRABHAKARAN NAIR,M,IND,11410.0
1164,1965,102 CHENGANNUR,4 N. SIVARAMA PILLAI,M,IND,1961.0
1165,1965,102 CHENGANNUR,5 R. SANKARANARAYANAN THAMPI,M,CPI,505.0
1166,1965,103 MAVALIKARA,1 K. K. CHELLAPPAN PILLAI,M,CON,19391.0
1167,1965,103 MAVALIKARA,2 G. GOPINATHA PILLAI,M,SSP,14058.0
1168,1965,103 MAVALIKARA,2 G. GOPINATHA PILLAI,M,SSP,14058.0
1169,1965,103 MAVALIKARA,3 K. R. KESAVA PILLAI,M,KC,13739.0
1170,1965,103 MAVALIKARA,4 N. GOPALA KURUP,M,CPI,4429.0
1171,1965,103 MAVALIKARA,5 T. K. KARUNAKARAN,M,IND,998.0
1172,1965,104 PANDALAM,1 P. K. KUNJACHAN,M,CPI(M),20241.0
1173,1965,104 PANDALAM,2 T. KANDANKALY,M,CON,15091.0
1174,1965,104 PANDALAM,3 K. V. ACHUTHAN,M,KC,13280.0
1175,1965,104 PANDALAM,4 G. RAJAPPAN,M,CPI,4043.0
1176,1965,104 PANDALAM,5 K. SANKARAN,M,IND,509.0
1177,1965,105 RANNI,1 E. M. THOMAS,M,KC,21707.0
1178,1965,105 RANNI,2 M. SANNY,M,CON,14005.0
1179,1965,105 RANNI,3 N. SADANANDAN,M,CPI,7545.0
1180,1965,105 RANNI,4 S. CHANDRASEGHARAN PILLAI,M,CPI(M),2058.0
1181,1965,105 RANNI,5 K. M. THOMAS,M,IND,985.0
1182,1965,106 PATHANAMTHITTA,1 V. I. IDICULLA,M,KC,24574.0
1183,1965,106 PATHANAMTHITTA,2 K. KARUNAKARAN NAIR,M,IND,19222.0
1184,1965,106 PATHANAMTHITTA,3 N. G. CHACKO,M,CON,10470.0
1185,1965,106 PATHANAMTHITTA,4 A. S. HAMEED,M,IND,86.0
1186,1965,107 KONNI,1 P. J. THOMAS,M,CON,17064.0
1187,1965,107 KONNI,2 K. M. GEORGE,M,KC,14972.0
1188,1965,107 KONNI,3 P. R. MADHAVAN PILLAI,M,CPI,14879.0
1189,1965,107 KONNI,4 SUKUMARAN,M,CPI(M),1802.0
1190,1965,108 PATHANAPURAM,1 P. C. ADICHAN,M,CPI,13948.0
1191,1965,108 PATHANAPURAM,2 P. K. RAMACHANDRA DAS,M,CON,13172.0
1192,1965,108 PATHANAPURAM,3 P. S. VELUTHA KUNJU,M,KC,10217.0
1193,1965,108 PATHANAPURAM,4 KOCHUKUNJU,M,SSP,2564.0
1194,1965,108 PATHANAPURAM,5 P. K. KOCHUKUNJU,M,IND,398.0
1195,1965,109 PUNALOOR,1 C. M. STEPHEN,M,CON,14599.0
1196,1965,109 PUNALOOR,2 K. KRISHNA PILLAI,M,CPI,13787.0
1197,1965,109 PUNALOOR,3 P. M. SAMUEL,M,KC,11510.0
1198,1965,109 PUNALOOR,4 V. BHARATHAN,M,CPI(M),6252.0
1199,1965,110 CHANDAYAMANGLAM,1 D. DAMODARAN POTTY,M,SSP,16291.0
1200,1965,110 CHANDAYAMANGLAM,2 N. BHASKARAN PILLAI,M,CON,16269.0
1201,1965,110 CHANDAYAMANGLAM,3 V. GANGADHARAN,M,CPI,14207.0
1202,1965,110 CHANDAYAMANGLAM,3 V. GANGADHARAN,M,CPI,14207.0
1203,1965,110 CHANDAYAMANGLAM,4 A. MYTHEEN BAVA,M,IND,528.0
1204,1965,111 KOTTARAKKARA,1 R. BALAKRISHNA PILLAI,M,KC,27534.0
1205,1965,111 KOTTARAKKARA,2 E. CHANDRASEKHARAN NAIR,M,CPI,19395.0
