,YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
8642,2016,30 KUNNAMANGALAM,1 ADV. P.T.A. RAHIM  &#39;E&#39;,M,IND,77410.0
8643,2016,30 KUNNAMANGALAM,2 ADV.T. SIDDIQU,M,INC,66205.0
8644,2016,30 KUNNAMANGALAM,3 C.K.PADMANABHAN,M,BJP,32702.0
8645,2016,30 KUNNAMANGALAM,4 LATHEEF ANORA,M,SDPI,1252.0
8646,2016,30 KUNNAMANGALAM,5 NOTA,NOTA,NOTA,1148.0
8647,2016,30 KUNNAMANGALAM,6 K.P RAHEEM MELECHETTUKUZHIYIL,M,IND,726.0
8648,2016,30 KUNNAMANGALAM,7 P.P RAJAN,M,BSP,304.0
8649,2016,30 KUNNAMANGALAM,8 P.SIDHEEQ PANNIYOOKKIL,M,IND,212.0
8650,2016,30 KUNNAMANGALAM,9 T.P SIDDEEQUE THALAPPOYIL,M,IND,206.0
8651,2016,30 KUNNAMANGALAM,10 ABOOBACKER SIDHIQUE,M,IND,176.0
8652,2016,31 KODUVALLY,1 KARAT RAZACK,M,IND,61033.0
8653,2016,31 KODUVALLY,2 M A RAZAK MASTER,M,IUML,60460.0
8654,2016,31 KODUVALLY,3 ALI AKBAR,M,BJP,11537.0
8655,2016,31 KODUVALLY,4 ADV. P. K. ZAKARIYYA,M,WPOI,1566.0
8656,2016,31 KODUVALLY,5 E. NAZAR,M,SDPI,1466.0
8657,2016,31 KODUVALLY,6 NOTA,NOTA,NOTA,582.0
8658,2016,31 KODUVALLY,7 ABDUL RAZAK K T,M,IND,352.0
8659,2016,31 KODUVALLY,8 SAYYID HUSSAIN JIFFIRI THANGAL,M,IND,281.0
8660,2016,31 KODUVALLY,9 K P ABOOBACKER,M,IND,112.0
8661,2016,32 THIRUVAMBADY,1 GEORGE M. THOMAS,M,CPM,62324.0
8662,2016,32 THIRUVAMBADY,2 V M UMMER MASTER,M,IUML,59316.0
8663,2016,32 THIRUVAMBADY,3 GIRI PAMBANAL,M,BDJS,8749.0
8664,2016,32 THIRUVAMBADY,4 RAJU PUNNAKKAL,M,WPOI,2226.0
8665,2016,32 THIRUVAMBADY,5 NOTA,NOTA,NOTA,776.0
8666,2016,32 THIRUVAMBADY,6 SIMON THONAKKARA,M,IND,641.0
8667,2016,32 THIRUVAMBADY,7 T P MOHAMMED,M,SDPI,569.0
8668,2016,32 THIRUVAMBADY,8 NOUSHAD KODIYATHOOR,M,PDP,517.0
8669,2016,32 THIRUVAMBADY,9 SIBI VAYALIL,M,IND,426.0
8670,2016,32 THIRUVAMBADY,10 C M UMMER CHOKLIYIL,M,IND,77.0
8671,2016,32 THIRUVAMBADY,11 UMMAR VILANGOT,M,IND,65.0
8672,2016,33 KONDOTTY,1 T.V. IBRAHIM,M,IUML,69668.0
8673,2016,33 KONDOTTY,2 K.P. BEERANKUTTY,M,IND,59014.0
8674,2016,33 KONDOTTY,3 K.RAMACHANDRAN,M,BJP,12513.0
8675,2016,33 KONDOTTY,4 NAZARUDHEEN ELAMARAM,M,SDPI,3667.0
8676,2016,33 KONDOTTY,5 SALEEM VAZHAKKAD,M,WPOI,2344.0
8677,2016,33 KONDOTTY,6 NOTA,NOTA,NOTA,581.0
8678,2016,33 KONDOTTY,7 ABDUL GAFFOOR VAVOOR,M,PDP,566.0
8679,2016,33 KONDOTTY,8 K.P. VEERANKUTTY,M,IND,442.0
8680,2016,33 KONDOTTY,9 SULFIKAR ALI AMBAL,M,IND,316.0
8681,2016,33 KONDOTTY,10 KADEEJA,F,IND,267.0
8682,2016,33 KONDOTTY,11 IBRAHIM CHOLAKKAD,M,IND,176.0
8683,2016,34 ERANAD,1 P.K BASHEER,M,IUML,69048.0
8684,2016,34 ERANAD,2 K.T.ABDURAHIMAN,M,IND,56155.0
8685,2016,34 ERANAD,3 K P BABURAJ MASTER THUNDATHIL,M,BJP,6055.0
8686,2016,34 ERANAD,4 ADV. UMMER CHELAKKODE,M,SP,1298.0
8687,2016,34 ERANAD,5 VELAYUDHAN,M,BSP,885.0
8688,2016,34 ERANAD,6 K.T. ABDUL RAHIMAN,M,IND,825.0
8689,2016,34 ERANAD,7 FAROOQ CHENGARA,M,PDP,536.0
8690,2016,34 ERANAD,8 NOTA,NOTA,NOTA,461.0
8691,2016,34 ERANAD,9 V. K. BASHEER VALLAKKAATT THODI,M,IND,245.0
8692,2016,34 ERANAD,10 SHAHANAS,F,IND,193.0
8693,2016,34 ERANAD,11 P. K. BASHEER PALATTUKUYYAN,M,IND,149.0
8694,2016,34 ERANAD,11 P. K. BASHEER PALATTUKUYYAN,M,IND,149.0
8695,2016,35 NILAMBUR,1 P V ANVAR,M,IND,77858.0
8696,2016,35 NILAMBUR,2 ARYADAN SHOUKATH,M,INC,66354.0
8697,2016,35 NILAMBUR,3 GIRISH MEKKATT,M,BDJS,12284.0
8698,2016,35 NILAMBUR,4 K BABU MANI,M,SDPI,4751.0
8699,2016,35 NILAMBUR,5 NOTA,NOTA,NOTA,1256.0
8700,2016,36 WANDOOR,1 A.P.ANIL KUMAR,M,INC,81964.0
8701,2016,36 WANDOOR,2 K.NISHANTH,M,CPM,58100.0
8702,2016,36 WANDOOR,3 SUNITHA MOHANDAS,F,BJP,9471.0
8703,2016,36 WANDOOR,4 KRISHNAN KUNIYIL,M,WPOI,3399.0
8704,2016,36 WANDOOR,5 KRISHNAN ERANHIKKAL,M,SDPI,1178.0
8705,2016,36 WANDOOR,6 VELAYUDHAN VENNIYUR,M,PDP,920.0
8706,2016,36 WANDOOR,7 NOTA,NOTA,NOTA,808.0
8707,2016,37 MANJERI,1 ADV. M UMMER,M,IUML,69779.0
8708,2016,37 MANJERI,2 ADV. K.MOHANDAS,M,CPI,50163.0
8709,2016,37 MANJERI,3 ADV. C.DINESH,M,BJP,11223.0
8710,2016,37 MANJERI,4 K.A. SAVAD,M,WPOI,2503.0
8711,2016,37 MANJERI,5 DR.C.H. ASHRAF,M,SDPI,2357.0
8712,2016,37 MANJERI,6 MOYIN BAPPU,M,PDP,1121.0
8713,2016,37 MANJERI,7 NOTA,NOTA,NOTA,913.0
8714,2016,37 MANJERI,8 V.M. MUSTHAFA,M,IND,887.0
8715,2016,38 PERINTHALMANNA,1 MANJALAMKUZHI ALI,M,IUML,70990.0
8716,2016,38 PERINTHALMANNA,2 V.SASIKUMAR,M,CPM,70411.0
8717,2016,38 PERINTHALMANNA,3 ADV. M.K. SUNIL,M,BJP,5917.0
8718,2016,38 PERINTHALMANNA,4 SALEEM MAMPAD,M,WPOI,1757.0
8719,2016,38 PERINTHALMANNA,5 SUNIYA SIRAJ,F,SDPI,698.0
8720,2016,38 PERINTHALMANNA,6 PALATHINGAL ABOOBACKER,M,IND,671.0
8721,2016,38 PERINTHALMANNA,7 NOTA,NOTA,NOTA,507.0
8722,2016,38 PERINTHALMANNA,8 SAYYID MUSTHAFA POOKOYA THANGAL,M,PDP,335.0
8723,2016,38 PERINTHALMANNA,9 ANWAR SHAKEEL OMAR,M,IND,125.0
8724,2016,39 MANKADA,1 T A AHAMMED KABEER,M,IUML,69165.0
8725,2016,39 MANKADA,2 ADV. T K RASHEED ALI,M,CPM,67657.0
8726,2016,39 MANKADA,3 B RATHEESH,M,BJP,6641.0
8727,2016,39 MANKADA,4 HAMEED VANIYAMBALAM,M,WPOI,3999.0
8728,2016,39 MANKADA,5 A A RAHEEM,M,SDPI,1456.0
8729,2016,39 MANKADA,6 NOTA,NOTA,NOTA,479.0
8730,2016,39 MANKADA,7 O T SHIHAB,M,PDP,273.0
8731,2016,39 MANKADA,8 AHAMED KABEER MUTTENGADAN,M,IND,218.0
8732,2016,39 MANKADA,9 M.K AHAMMEDUL KABEER,M,IND,119.0
8733,2016,39 MANKADA,10 ANWAR SHAKEEL OMAR,M,IND,92.0
8734,2016,40 MALAPPURAM,1 P UBAIDULLA,M,IUML,81072.0
8735,2016,40 MALAPPURAM,2 ADV. K P SUMATHI,F,CPM,45400.0
8736,2016,40 MALAPPURAM,3 BADUSHA THANGAL K.N,M,BJP,7211.0
8737,2016,40 MALAPPURAM,4 E.C. AYISHA,F,WPOI,3330.0
8738,2016,40 MALAPPURAM,5 JALEEL NEELAMBRA,M,SDPI,2444.0
8739,2016,40 MALAPPURAM,6 ASHRAF PULPATTA,M,PDP,1550.0
8740,2016,40 MALAPPURAM,7 NOTA,NOTA,NOTA,826.0
8741,2016,41 VENGARA,1 P.K. KUNHALIKKUTTY,M,IUML,72181.0
8742,2016,41 VENGARA,2 ADV. P.P. BASHEER,M,CPM,34124.0
8743,2016,41 VENGARA,3 P.T. ALI HAJI,M,BJP,7055.0
8744,2016,41 VENGARA,4 KALLAN ABOOBACKER MASTER,M,SDPI,3049.0
8745,2016,41 VENGARA,5 SURENDRAN KARIPPUZHA,M,WPOI,1864.0
8746,2016,41 VENGARA,6 SUBAIR SWABAHI,M,PDP,1472.0
8747,2016,41 VENGARA,7 NOTA,NOTA,NOTA,531.0
8748,2016,42 VALLIKKUNNU,1 ABDUL HAMEED MASTER,M,IUML,59720.0
8749,2016,42 VALLIKKUNNU,2 ADV. O.K. THANGAL,M,INL,47110.0
8750,2016,42 VALLIKKUNNU,3 JANACHANDRAN MASTER,M,BJP,22887.0
8751,2016,42 VALLIKKUNNU,4 NISSAR METHAR,M,PDP,2975.0
8752,2016,42 VALLIKKUNNU,4 NISSAR METHAR,M,PDP,2975.0
8753,2016,42 VALLIKKUNNU,5 HANEEFA HAJI,M,SDPI,2499.0
8754,2016,42 VALLIKKUNNU,6 NOTA,NOTA,NOTA,752.0
8755,2016,42 VALLIKKUNNU,7 PRAVEEN KUMAR,M,BSP,705.0
8756,2016,42 VALLIKKUNNU,8 ANSAS KODAKKATTAKATH,M,CPIM,262.0
8757,2016,42 VALLIKKUNNU,9 ADV. BALAKRISHNAN MANEERI,M,IND,192.0
8758,2016,42 VALLIKKUNNU,10 ABOOBACKER ALIAS K.K. ABOO,M,IND,176.0
8759,2016,42 VALLIKKUNNU,11 ABDUL NAZER,M,IND,106.0
8760,2016,42 VALLIKKUNNU,12 V.P. PADMAKUMAR,M,IND,100.0
8761,2016,43 TIRURANGADI,1 P.K ABDU RABB,M,IUML,62927.0
8762,2016,43 TIRURANGADI,2 NIYAS PULIKKALAKATH,M,IND,56884.0
8763,2016,43 TIRURANGADI,3 P.V GEETHA MADHAVAN,F,BJP,8046.0
8764,2016,43 TIRURANGADI,4 ADV. K.C NASEER,M,SDPI,2478.0
8765,2016,43 TIRURANGADI,5 MALIYATT ABDURAZAK HAJI,M,PDP,1902.0
8766,2016,43 TIRURANGADI,6 MINU MUMTHAZ,F,WPOI,1270.0
8767,2016,43 TIRURANGADI,7 NOTA,NOTA,NOTA,630.0
8768,2016,43 TIRURANGADI,8 NIYAS PAROLI,M,IND,541.0
8769,2016,43 TIRURANGADI,9 HANEEFA,M,IND,294.0
8770,2016,43 TIRURANGADI,10 NIYAS THAZHATHETHIL,M,IND,181.0
8771,2016,43 TIRURANGADI,11 YOONUS SALEEM POOZHITHARA,M,CPIM,93.0
8772,2016,44 TANUR,1 V ABDURAHIMAN,M,NSC,64472.0
8773,2016,44 TANUR,2 ABDURAHIMAN RANDATHANI,M,IUML,59554.0
8774,2016,44 TANUR,3 P.R.RASMILNATH,M,BJP,11051.0
8775,2016,44 TANUR,4 ASHARAF VAILATHUR,M,WPOI,1291.0
8776,2016,44 TANUR,5 K.K. MAJEED KHASIMI,M,SDPI,1151.0
8777,2016,44 TANUR,6 ANWAR PANNIKKANDATHIL,M,PDP,858.0
8778,2016,44 TANUR,7 P.T. UNNI,M,IND,708.0
8779,2016,44 TANUR,8 V ABDURAHIMAN VAYANGATIL,M,IND,672.0
8780,2016,44 TANUR,9 NOTA,NOTA,NOTA,569.0
8781,2016,44 TANUR,10 V.ABDURAHIMAN VARIKKOTTIL,M,IND,172.0
8782,2016,44 TANUR,11 N RAMAKRISHNAN MASTER,M,IND,139.0
8783,2016,44 TANUR,12 THAMI,M,IND,81.0
8784,2016,44 TANUR,13 V ABDURAHIMAN VAYARAKATH,M,IND,66.0
8785,2016,44 TANUR,13 V ABDURAHIMAN VAYARAKATH,M,IND,66.0
8786,2016,44 TANUR,14 ABDURAHIMAN PUTHANMALIYEKKAL,M,IND,54.0
8787,2016,45 TIRUR,1 C. MAMMUTTY (E),M,IUML,73432.0
8788,2016,45 TIRUR,2 GAFOOR P LILLIS,M,NSC,66371.0
8789,2016,45 TIRUR,3 M.K. DEVIDASAN,M,BJP,9083.0
8790,2016,45 TIRUR,4 GANESH VADERI,M,WPOI,2001.0
8791,2016,45 TIRUR,5 IBRAHIM TIRUR,M,SDPI,1828.0
8792,2016,45 TIRUR,6 ADV. SHAMEER PAYYANANGADI,M,PDP,1276.0
8793,2016,45 TIRUR,7 E.K. GAFOOR,M,IND,791.0
8794,2016,45 TIRUR,8 NOTA,NOTA,NOTA,692.0
8795,2016,45 TIRUR,9 MAMMUTTY MUYYARIKANDI,M,IND,485.0
8796,2016,45 TIRUR,10 SAHADEVAN,M,IND,402.0
8797,2016,45 TIRUR,11 MAMMUTTY KOOLIPARAMBAN,M,IND,201.0
8798,2016,45 TIRUR,12 MAMMUTTY MANDAMKANDI,M,IND,132.0
8799,2016,45 TIRUR,13 BAPPU VADAKKAYIL,M,IND,60.0
8800,2016,46 KOTTAKKAL,1 ABID HUSSAIN THANGAL,M,IUML,71768.0
8801,2016,46 KOTTAKKAL,2 N.A. MUHAMMED KUTTY (MAMMOOTY),M,NCP,56726.0
8802,2016,46 KOTTAKKAL,3 V. UNNIKRISHNAN MASTER,M,BJP,13205.0
8803,2016,46 KOTTAKKAL,4 NEYYATHOOR KUNHIMOHAMED,M,PDP,2763.0
8804,2016,46 KOTTAKKAL,5 K.P.O RAHMATHULLA,M,SDPI,1719.0
8805,2016,46 KOTTAKKAL,6 NOTA,NOTA,NOTA,806.0
8806,2016,46 KOTTAKKAL,7 C. MUHAMMED KUTTY,M,IND,579.0
8807,2016,46 KOTTAKKAL,8 VILLAN MOHAMMED KUTTY,M,IND,429.0
8808,2016,46 KOTTAKKAL,8 VILLAN MOHAMMED KUTTY,M,IND,429.0
8809,2016,46 KOTTAKKAL,9 BINDU DEVARAJAN,F,IND,223.0
8810,2016,46 KOTTAKKAL,10 SAINUL ABID THANGAL,M,IND,150.0
8811,2016,46 KOTTAKKAL,11 BEERAN.K,M,IND,105.0
8812,2016,47 THAVANUR,1 DR. K.T. JALEEL,M,IND,68179.0
8813,2016,47 THAVANUR,2 IFTHIQUARUDHEEN. MASTER,M,INC,51115.0
8814,2016,47 THAVANUR,3 RAVI THELATH,M,BJP,15801.0
8815,2016,47 THAVANUR,4 P.K. JALEEL PARAKKUZHIYIL,M,SDPI,2649.0
8816,2016,47 THAVANUR,5 ALI KADAMPUZHA,M,PDP,1077.0
8817,2016,47 THAVANUR,6 MUHAMMED PONNANI,M,WPOI,1007.0
8818,2016,47 THAVANUR,7 IFTHIKARUDHEEN P. P,M,IND,601.0
8819,2016,47 THAVANUR,8 NOTA,NOTA,NOTA,473.0
8820,2016,47 THAVANUR,9 APPUNNI. O.V,M,IND,443.0
8821,2016,47 THAVANUR,10 K.T. JALEEL KANHIRATHODIKA,M,IND,272.0
8822,2016,47 THAVANUR,11 K.A. JALEEL KOTTILIL,M,IND,251.0
8823,2016,47 THAVANUR,12 SONIA PINTO,F,IND,133.0
8824,2016,47 THAVANUR,13 K.T. JALEEL KUNNATHODI,M,IND,124.0
8825,2016,48 PONNANI,1 P. SREERAMAKRISHNAN,M,CPM,69332.0
8826,2016,48 PONNANI,2 P.T.AJAI MOHAN,M,INC,53692.0
8827,2016,48 PONNANI,3 K.K. SURENDRAN,M,BJP,11662.0
8828,2016,48 PONNANI,4 M.M. SHAKKIR,M,WPOI,2048.0
8829,2016,48 PONNANI,5 M. MOIDUNNI HAJI,M,PDP,1857.0
8830,2016,48 PONNANI,6 ABDUL FATHAH,M,SDPI,1659.0
8831,2016,48 PONNANI,7 NOTA,NOTA,NOTA,604.0
8832,2016,48 PONNANI,8 SINDHUKUMARI P S,F,IND,386.0
8833,2016,48 PONNANI,9 AJAY MOHAN,M,IND,240.0
8834,2016,48 PONNANI,10 RAMAKRISHNAN PUDUSSERY,M,IND,140.0
8835,2016,48 PONNANI,11 RAMAKRISHNAN NJAVANENGHAT,M,IND,82.0
8836,2016,48 PONNANI,12 KOYILAN RAMAKRISHNAN,M,IND,61.0
8837,2016,49 THRITHALA,1 V.T. BALRAM,M,INC,66505.0
8838,2016,49 THRITHALA,2 SUBAIDA ISHAC,F,CPM,55958.0
8839,2016,49 THRITHALA,3 PROF.V.T.REMA,F,BJP,14510.0
8840,2016,49 THRITHALA,4 C.P.MOHAMMEDALI,M,SDPI,1313.0
8841,2016,49 THRITHALA,5 SUBAIDA,F,IND,1080.0
8842,2016,49 THRITHALA,6 NOTA,NOTA,NOTA,549.0
8843,2016,49 THRITHALA,7 MOIDEENKUTTY POOKKATH,M,PDP,541.0
8844,2016,49 THRITHALA,8 VINOD PERUMANNOOR,M,BSP,366.0
8845,2016,49 THRITHALA,9 BALARAM,M,IND,199.0
8846,2016,50 PATTAMBI,1 MUHAMMED MUHASSIN,M,CPI,64025.0
8847,2016,50 PATTAMBI,2 C  P MOHAMMED,M,INC,56621.0
8848,2016,50 PATTAMBI,3 ADV.P. MANOJ,M,BJP,14824.0
8849,2016,50 PATTAMBI,4 ABDUL RAOOF C,M,SDPI,1848.0
8850,2016,50 PATTAMBI,5 M A  MOIDEENKUTTY  MASTER,M,WPOI,815.0
8851,2016,50 PATTAMBI,6 MUHSIN,M,IND,525.0
8852,2016,50 PATTAMBI,7 NOTA,NOTA,NOTA,435.0
8853,2016,50 PATTAMBI,8 ABOOBACKER P,M,PDP,422.0
8854,2016,50 PATTAMBI,9 MUHASIN,M,IND,315.0
8855,2016,50 PATTAMBI,10 MUHAMMED CHERUVASSERI PALLIYALIL,M,IND,126.0
8856,2016,50 PATTAMBI,11 MOHAMED MUSHIN P,M,IND,101.0
8857,2016,50 PATTAMBI,12 NOBY AUGUSTINE,F,IND,62.0
8858,2016,51 SHORNUR,1 P.K.SASI,M,CPM,66165.0
8859,2016,51 SHORNUR,2 C.SANGEETHA,F,INC,41618.0
8860,2016,51 SHORNUR,3 V.P.CHANDRAN,M,BDJS,28836.0
8861,2016,51 SHORNUR,4 M SAIDALAVI,M,SDPI,1246.0
8862,2016,51 SHORNUR,5 HARISH MUHAMMED,M,IND,882.0
8863,2016,51 SHORNUR,6 NOTA,NOTA,NOTA,800.0
8864,2016,51 SHORNUR,7 ANANDAN K K,M,BSP,764.0
8865,2016,51 SHORNUR,8 A.RADHAKRISHNAN,M,IND,697.0
8866,2016,51 SHORNUR,9 P.K.ANUMON,M,SHS,407.0
8867,2016,51 SHORNUR,9 P.K.ANUMON,M,SHS,407.0
8868,2016,51 SHORNUR,10 MOINDEENSHA MOLOOR,M,IND,247.0
8869,2016,52 OTTAPALAM,1 P UNNI,M,CPM,67161.0
8870,2016,52 OTTAPALAM,2 ADV.SHANIMOL OSMAN,F,INC,51073.0
8871,2016,52 OTTAPALAM,3 P VENUGOPALAN,M,BJP,27605.0
8872,2016,52 OTTAPALAM,4 A A SULFIKAR,M,SDPI,1166.0
8873,2016,52 OTTAPALAM,5 NOTA,NOTA,NOTA,1012.0
8874,2016,52 OTTAPALAM,6 K T PADMINI,F,BSP,811.0
8875,2016,52 OTTAPALAM,7 S R PRAKASH,M,IND,805.0
8876,2016,52 OTTAPALAM,8 M S SUNEESH,M,SHS,399.0
8877,2016,52 OTTAPALAM,9 SURESH VELAYUDHAN,M,IND,180.0
8878,2016,53 KONGAD,1 K.V.VIJAYADAS,M,CPM,60790.0
8879,2016,53 KONGAD,2 PANDALAM SUDHAKARAN,M,INC,47519.0
8880,2016,53 KONGAD,3 RENU SURESH,F,BJP,23800.0
8881,2016,53 KONGAD,4 NOTA,NOTA,NOTA,1163.0
8882,2016,53 KONGAD,5 RAMESH P.V KANNAMPARIYARAM,M,BSP,789.0
8883,2016,54 MANNARKAD,1 ADV.N.SAMSUDHEEN,M,IUML,73163.0
8884,2016,54 MANNARKAD,2 K.P. SURESH RAJ,M,CPI,60838.0
8885,2016,54 MANNARKAD,3 KESAVADEV PUTHUMANA,M,BDJS,10170.0
8886,2016,54 MANNARKAD,4 M SULAIMAN,M,WPOI,1112.0
8887,2016,54 MANNARKAD,5 NOTA,NOTA,NOTA,927.0
8888,2016,54 MANNARKAD,6 SHAMSUDHEEN THOTTASSERY,M,IND,622.0
8889,2016,54 MANNARKAD,7 AJIKUMAR. K,M,CPIM,478.0
8890,2016,54 MANNARKAD,8 GEORGE KUTTY. E.V,M,IND,445.0
8891,2016,54 MANNARKAD,9 A YOOSAF ALANALLUR,M,SDPI,412.0
8892,2016,54 MANNARKAD,10 SURESH BABU. M,M,SHS,331.0
8893,2016,55 MALAMPUZHA,1 V S ACHUTHANANDAN  E,M,CPM,73299.0
8894,2016,55 MALAMPUZHA,2 C.KRISHNAKUMAR,M,BJP,46157.0
8895,2016,55 MALAMPUZHA,3 V S JOY,M,INC,35333.0
8896,2016,55 MALAMPUZHA,4 C P SREEDHARAN,M,ADMK,3154.0
8897,2016,55 MALAMPUZHA,5 NOTA,NOTA,NOTA,924.0
8898,2016,55 MALAMPUZHA,6 RAVI PALLATHERI,M,BSP,326.0
8899,2016,55 MALAMPUZHA,7 RAMESH PUDUPPARIYARAM,M,IND,297.0
8900,2016,55 MALAMPUZHA,7 RAMESH PUDUPPARIYARAM,M,IND,297.0
8901,2016,55 MALAMPUZHA,8 S. SARAVANAN,M,IND,220.0
8902,2016,56 PALAKKAD,1 SHAFI  PARAMBIL,M,INC,57559.0
8903,2016,56 PALAKKAD,2 SOBHA  SURENDRAN,F,BJP,40076.0
8904,2016,56 PALAKKAD,3 N N KRISHNADAS,M,CPM,38675.0
8905,2016,56 PALAKKAD,4 NOTA,NOTA,NOTA,719.0
8906,2016,56 PALAKKAD,5 HARI ARUMBIL,M,BSP,411.0
8907,2016,56 PALAKKAD,6 DR. M. N. ANUVARUDHEEN,M,IND,364.0
8908,2016,57 TARUR,1 A.K.BALAN,M,CPM,67047.0
8909,2016,57 TARUR,2 C.PRAKASH,M,INC,43979.0
8910,2016,57 TARUR,3 K V DIVAKARAN,M,BJP,15493.0
8911,2016,57 TARUR,4 NOTA,NOTA,NOTA,1128.0
8912,2016,57 TARUR,4 NOTA,NOTA,NOTA,1128.0
8913,2016,57 TARUR,5 NARAYANANKUTTY K T,M,BSP,663.0
8914,2016,58 CHITTUR,1 K KRISHNANKUTTY,M,JD(S),69270.0
8915,2016,58 CHITTUR,1 K KRISHNANKUTTY,M,JD(S),69270.0
8916,2016,58 CHITTUR,2 K ACHUTHAN,M,INC,61985.0
8917,2016,58 CHITTUR,3 SASIKUMAR M,M,BJP,12537.0
8918,2016,58 CHITTUR,4 MAYILSAMY,M,ADMK,6212.0
8919,2016,58 CHITTUR,5 NOTA,NOTA,NOTA,1260.0
8920,2016,58 CHITTUR,6 SANTHA,F,IND,679.0
8921,2016,58 CHITTUR,7 KRISHNANKUTTY KUNNATH HOUSE,M,IND,672.0
8922,2016,58 CHITTUR,8 P C RAMACHANDRAN,M,BSP,571.0
8923,2016,58 CHITTUR,9 ACHUTHAN THANKANIVAS,M,IND,495.0
8924,2016,58 CHITTUR,10 A RAJEENA,F,SUCI,442.0
8925,2016,58 CHITTUR,11 A KRISHNANKUTTY ARAMURI,M,IND,157.0
8926,2016,59 NENMARA,1 K. BABU,M,CPM,66316.0
8927,2016,59 NENMARA,2 A.V.GOPINATHAN,M,INC,58908.0
8928,2016,59 NENMARA,3 N.SIVARAJAN,M,BJP,23096.0
8929,2016,59 NENMARA,4 MENAKA.K,F,ADMK,2186.0
8930,2016,59 NENMARA,5 NOTA,NOTA,NOTA,1053.0
8931,2016,59 NENMARA,6 AJITH KUMAR,M,WPOI,772.0
8932,2016,59 NENMARA,7 SAKKIRHUSSAIN.S,M,SDPI,487.0
8933,2016,59 NENMARA,8 MOHANDASAN,M,IND,461.0
8934,2016,59 NENMARA,9 BABU CHATHAN,M,IND,324.0
8935,2016,59 NENMARA,10 BABU KUMARAN,M,IND,239.0
8936,2016,59 NENMARA,11 BABU THATHAKUTTY,M,IND,233.0
8937,2016,59 NENMARA,11 BABU THATHAKUTTY,M,IND,233.0
8938,2016,59 NENMARA,12 BABU VASU,M,IND,204.0
8939,2016,59 NENMARA,13 M.VINOD,M,SHS,168.0
8940,2016,59 NENMARA,14 M.B.GOPINATHAN,M,IND,131.0
8941,2016,60 ALATHUR,1 K.D.PRASENAN,M,CPM,71206.0
8942,2016,60 ALATHUR,2 ADV.K KUSALAKUMAR,M,KEC(M),35146.0
8943,2016,60 ALATHUR,3 M P SREEKUMAR MASTER,M,BJP,19610.0
8944,2016,60 ALATHUR,4 NOTA,NOTA,NOTA,1076.0
8945,2016,60 ALATHUR,5 KRISHNANKUTTY.K,M,BSP,1010.0
8946,2016,60 ALATHUR,6 KRISHNANKUTTY KUNISSERY,M,IND,326.0
8947,2016,60 ALATHUR,7 M RAJESH,M,IND,265.0
8948,2016,61 CHELAKKARA,1 U R PRADEEP,M,CPM,67771.0
8949,2016,61 CHELAKKARA,2 THULASI,F,INC,57571.0
8950,2016,61 CHELAKKARA,3 SHAJUMON P P,M,BJP,23845.0
8951,2016,61 CHELAKKARA,4 A SUBRAMANIAN,M,SDPI,1116.0
8952,2016,61 CHELAKKARA,5 NOTA,NOTA,NOTA,922.0
8953,2016,62 KUNNAMKULAM,1 A C MOIDEEN(E),M,CPM,63274.0
8954,2016,62 KUNNAMKULAM,2 C P JOHN,M,CMPKSC,55492.0
8955,2016,62 KUNNAMKULAM,3 ANEESHKUMAR K K,M,BJP,29325.0
8956,2016,62 KUNNAMKULAM,4 JILEEF,M,SDPI,1204.0
8957,2016,62 KUNNAMKULAM,5 SULAIMAN,M,PDP,710.0
8958,2016,62 KUNNAMKULAM,6 NOTA,NOTA,NOTA,653.0
8959,2016,62 KUNNAMKULAM,7 SCHARIACHAN P C,M,IND,267.0
8960,2016,63 GURUVAYOOR,1 K.V. ABDUL KHADER,M,CPM,66088.0
8961,2016,63 GURUVAYOOR,2 ADV. P.M. SADIQALI,M,IUML,50990.0
8962,2016,63 GURUVAYOOR,3 ADV. NIVEDIDA,F,BJP,25490.0
8963,2016,63 GURUVAYOOR,4 P.R. SIYAD,M,SDPI,1406.0
8964,2016,63 GURUVAYOOR,5 K.G.MOHANAN,M,WPOI,1382.0
8965,2016,63 GURUVAYOOR,6 MUHAMMED RASHEED ARAKKAL,M,PDP,915.0
8966,2016,63 GURUVAYOOR,7 NOTA,NOTA,NOTA,605.0
8967,2016,63 GURUVAYOOR,8 C.V. PREMRAJ,M,SUCI,314.0
8968,2016,63 GURUVAYOOR,9 ABDUL KHADER KUMBILAVALAPPIL,M,IND,256.0
8969,2016,63 GURUVAYOOR,10 SASI ANJOOR,M,IND,204.0
8970,2016,64 MANALUR,1 MURALI PERUNELLY,M,CPM,70422.0
8971,2016,64 MANALUR,2 O.ABDU RAHIMANKUTTY,M,INC,51097.0
8972,2016,64 MANALUR,3 A.N.RADHAKRISHNAN,M,BJP,37680.0
8973,2016,64 MANALUR,4 HUSSAIR.K.K,M,SDPI,1180.0
8974,2016,64 MANALUR,5 NOTA,NOTA,NOTA,730.0
8975,2016,64 MANALUR,6 ABHAYAN.N.A,M,BSP,588.0
8976,2016,64 MANALUR,7 MOIDUTTY HAJI,M,PDP,529.0
8977,2016,64 MANALUR,8 SHAJI KURIYAN. PANANGHAT,M,IND,262.0
8978,2016,64 MANALUR,9 SOMAN PILLAI,M,IND,132.0
